time;wx (rad/s);wy (rad/s);wz (rad/s)
0,001996;0,08;-0,00;0,02
0,002533;0,02;0,01;0,02
0,002780;0,00;0,01;0,01
0,003036;-0,02;0,00;0,01
0,003198;-0,06;0,00;0,00
0,003350;-0,07;0,00;-0,00
0,004381;-0,09;-0,00;-0,01
0,006412;-0,10;0,00;-0,01
0,007986;-0,09;-0,00;-0,01
0,011566;-0,07;-0,00;-0,02
0,015992;-0,05;0,00;-0,01
0,016232;-0,01;-0,00;-0,01
0,016348;0,01;0,00;-0,01
0,018032;0,02;0,00;-0,00
0,019960;0,06;0,00;0,01
0,021921;0,08;0,01;0,01
0,024057;0,08;0,00;0,01
0,025982;0,09;-0,00;0,02
0,029145;0,07;-0,01;0,02
0,030763;0,07;-0,01;0,01
0,038265;0,03;-0,00;0,01
0,038479;0,00;-0,00;0,00
0,038609;-0,01;-0,00;-0,00
0,038715;-0,05;-0,00;-0,01
0,039962;-0,05;-0,00;-0,01
0,042400;-0,08;-0,00;-0,02
0,045148;-0,07;-0,00;-0,02
0,046226;-0,07;0,00;-0,01
0,048645;-0,06;0,00;-0,01
0,050131;-0,03;0,01;-0,01
0,055733;-0,03;0,01;-0,00
0,055982;0,01;0,01;0,01
0,056343;0,02;0,00;0,01
0,057913;0,05;0,00;0,02
0,060211;0,07;-0,00;0,02
0,062000;0,06;-0,00;0,02
0,063812;0,07;-0,01;0,02
0,066012;0,06;-0,01;0,01
0,067794;0,05;-0,01;0,01
0,069925;0,03;-0,01;-0,00
0,075533;0,01;-0,01;-0,01
0,075660;-0,02;-0,00;-0,02
0,077689;-0,04;-0,00;-0,02
0,077949;-0,05;0,00;-0,02
0,080148;-0,06;0,00;-0,02
0,082052;-0,06;0,01;-0,01
0,083883;-0,06;0,01;-0,01
0,085984;-0,04;0,01;-0,00
0,087868;-0,03;0,01;0,01
0,089981;-0,01;0,01;0,01
0,096043;0,01;0,00;0,02
0,096713;0,03;-0,00;0,02
0,097076;0,04;-0,00;0,02
0,098455;0,05;-0,00;0,02
0,100131;0,05;-0,00;0,01
0,101885;0,05;-0,00;0,00
0,103948;0,05;-0,01;-0,00
0,106254;0,04;-0,00;-0,01
0,108172;0,01;-0,00;-0,02
0,111420;0,01;-0,00;-0,02
0,115474;-0,02;-0,00;-0,02
0,115656;-0,03;0,00;-0,02
0,116151;-0,03;0,00;-0,01
0,118196;-0,05;0,00;-0,01
0,120122;-0,05;0,01;-0,00
0,122525;-0,05;0,01;0,00
0,124509;-0,04;0,01;0,01
0,126642;-0,03;0,00;0,01
0,128745;-0,01;-0,00;0,02
0,130357;0,01;-0,00;0,02
0,135319;0,01;-0,00;0,02
0,135505;0,04;-0,00;0,01
0,136018;0,04;-0,00;0,00
0,138305;0,04;-0,00;0,00
0,140010;0,04;-0,00;-0,00
0,142118;0,04;-0,01;-0,01
0,144807;0,03;-0,00;-0,02
0,148186;0,01;-0,00;-0,02
0,148850;0,01;-0,00;-0,01
0,150518;-0,01;-0,00;-0,01
0,155337;-0,02;-0,00;-0,01
0,155512;-0,03;0,00;-0,00
