time;wx (rad/s);wy (rad/s);wz (rad/s)
0,001551;-0,01;0,02;-0,00
0,001865;-0,02;0,01;0,00
0,002030;-0,04;0,01;0,00
0,002182;-0,03;0,00;0,01
0,006498;-0,04;-0,00;0,01
0,006767;-0,03;-0,01;0,01
0,007383;-0,02;-0,01;0,01
0,009540;-0,02;-0,01;0,01
0,012713;-0,01;-0,01;0,00
0,014058;0,00;0,00;0,00
0,015826;0,02;-0,00;-0,00
0,017647;0,02;0,00;-0,01
0,020424;0,03;0,00;-0,01
0,021957;0,03;0,01;-0,01
0,026586;0,03;0,01;-0,01
0,026812;0,02;0,00;-0,01
0,029716;0,02;0,00;-0,01
0,029919;0,00;-0,00;-0,00
0,031591;-0,01;-0,01;0,00
0,033772;-0,01;-0,01;0,01
0,035550;-0,02;-0,01;0,01
0,037373;-0,03;-0,00;0,01
0,039345;-0,03;-0,00;0,01
0,041443;-0,03;-0,00;0,01
0,047250;-0,03;0,01;0,00
0,047388;-0,01;0,01;-0,00
0,047506;-0,01;0,01;-0,00
0,049395;0,00;0,01;-0,01
0,052959;0,01;0,01;-0,01
0,053519;0,02;0,00;-0,01
0,056164;0,03;0,00;-0,01
0,058300;0,02;-0,00;-0,01
0,062552;0,03;-0,01;-0,01
0,062745;0,02;-0,01;-0,00
0,066657;0,01;-0,01;0,00
0,066906;0,00;-0,01;0,00
0,067853;-0,00;-0,01;0,01
0,069451;-0,01;-0,00;0,01
0,071394;-0,01;-0,00;0,01
0,074232;-0,02;0,00;0,01
0,075390;-0,02;0,01;0,00
0,079052;-0,02;0,01;0,00
0,079369;-0,02;0,01;-0,00
0,081827;-0,02;0,01;-0,00
0,086379;-0,01;0,01;-0,00
0,086578;-0,00;0,00;-0,01
0,087340;0,01;-0,00;-0,01
0,089339;0,01;-0,00;-0,01
0,091492;0,02;-0,00;-0,01
0,093570;0,02;-0,00;-0,01
0,097380;0,02;-0,01;-0,00
0,097604;0,02;-0,01;0,00
0,099962;0,01;-0,00;0,00
0,101774;0,01;-0,00;0,01
0,107162;0,00;-0,00;0,01
0,107334;-0,01;0,00;0,01
0,107682;-0,01;0,00;0,01
0,110036;-0,02;0,00;0,01
0,112982;-0,02;0,01;0,00
0,114081;-0,02;0,00;0,00
0,116029;-0,01;0,00;-0,00
0,117936;-0,02;0,00;-0,01
