time,wx,wy,wz
0.015,0.01,-0.01,0.01
0.032,-0.00,0.00,-0.00
0.048,0.00,-0.00,0.01
0.065,-0.00,-0.00,0.00
0.082,0.00,-0.00,0.00
0.098,-0.00,-0.00,0.01
0.115,0.00,-0.00,-0.00
0.132,-0.00,-0.01,0.01
0.148,-0.00,0.00,0.00
0.165,0.00,0.00,0.00
0.182,-0.00,-0.01,0.00
0.198,0.00,-0.00,0.01
0.232,-0.00,-0.00,0.01
0.248,-0.00,-0.00,0.00
0.265,-0.00,-0.00,-0.01
0.281,0.00,-0.00,0.01
0.298,-0.00,0.00,-0.01
0.315,0.00,0.00,0.01
0.332,0.00,-0.00,-0.00
0.348,0.00,-0.01,0.00
0.365,-0.00,-0.01,0.01
0.382,0.00,0.00,-0.01
0.398,0.00,-0.01,0.01
0.415,0.00,-0.01,-0.00
0.432,-0.00,-0.00,0.00
0.448,0.00,0.00,0.00
0.465,-0.00,-0.01,-0.01
0.482,0.00,-0.01,0.01
0.498,0.00,0.00,-0.01
0.515,-0.00,-0.00,0.01
0.531,0.00,-0.01,-0.01
0.548,-0.00,0.00,0.00
0.565,0.00,0.00,0.00
0.582,-0.00,-0.00,0.00
0.598,0.00,-0.01,0.00
0.615,0.00,-0.00,-0.00
0.632,0.00,-0.00,0.00
0.648,0.00,-0.00,0.00
0.665,-0.00,-0.01,0.01
0.682,0.00,-0.00,-0.01
0.698,0.00,-0.00,0.01
0.715,0.00,-0.00,0.00
0.731,-0.00,0.00,-0.00
0.748,-0.00,-0.00,-0.01
0.765,-0.00,-0.01,0.01
0.782,-0.00,-0.00,-0.00
0.798,0.00,-0.00,0.01
0.815,0.00,-0.00,-0.00
0.832,-0.00,-0.01,-0.00
0.848,0.00,-0.00,0.01
0.865,0.00,0.01,-0.01
0.882,0.00,-0.01,0.01
0.898,0.00,-0.01,-0.00
0.915,-0.00,0.00,0.01
0.932,0.00,0.00,0.01
0.948,0.00,-0.01,-0.00
0.965,0.00,-0.01,0.00
0.982,0.00,0.00,0.00
0.998,-0.00,-0.00,0.01
1.015,0.00,-0.00,0.00
1.032,0.00,-0.00,0.00
1.048,0.00,-0.00,-0.00
1.065,0.00,-0.00,0.00
1.081,-0.00,0.00,0.00
1.098,-0.00,-0.00,-0.00
1.115,-0.00,-0.00,0.00
1.132,0.00,0.00,-0.00
1.148,-0.00,-0.00,0.00
1.165,0.00,-0.00,0.00
1.182,-0.00,-0.00,-0.00
1.198,0.00,-0.00,0.01
1.215,0.00,0.00,-0.00
1.232,0.01,-0.00,0.01
1.248,-0.01,0.00,0.00
1.265,-0.00,0.03,0.29
1.299,0.00,0.20,0.54
1.315,-0.01,-0.14,1.16
1.332,0.01,0.06,0.44
1.348,-0.01,-0.09,1.46
1.365,0.01,0.13,0.39
1.382,-0.01,-0.15,1.42
1.398,0.02,0.15,0.33
1.415,-0.01,-0.04,1.47
1.432,0.02,0.04,0.40
1.448,-0.01,-0.07,1.40
1.465,0.02,0.08,0.37
1.482,-0.01,-0.07,1.21
1.498,0.02,-0.03,0.70
1.515,-0.00,0.03,1.02
1.532,0.01,-0.06,0.80
1.548,-0.00,0.01,0.73
1.565,0.01,-0.02,1.20
1.582,-0.00,0.07,0.57
1.598,-0.01,-0.09,1.33
1.615,0.02,0.13,0.39
1.631,-0.02,-0.06,1.43
1.648,0.03,0.02,0.44
1.665,-0.02,-0.04,1.30
1.681,0.04,0.02,0.44
1.698,-0.03,-0.07,1.00
1.715,0.04,-0.01,0.92
1.731,-0.03,0.06,0.82
1.748,0.02,-0.09,1.05
1.765,-0.01,0.10,0.58
1.782,0.01,-0.02,1.35
1.798,-0.00,0.05,0.48
1.815,0.03,0.09,0.36
1.849,0.05,0.00,0.58
1.865,-0.04,-0.00,1.12
1.882,0.04,-0.04,0.68
1.898,-0.04,0.01,0.84
1.915,0.05,-0.04,1.12
1.932,-0.03,0.08,0.66
1.948,0.02,-0.08,1.23
1.965,-0.00,0.12,0.44
1.981,-0.01,-0.07,1.37
1.998,0.02,0.05,0.50
2.015,-0.02,-0.04,1.32
2.031,0.04,0.02,0.39
2.048,-0.05,-0.06,1.11
2.065,0.06,-0.03,0.83
2.082,-0.04,0.03,0.84
2.098,0.04,-0.09,1.02
2.115,-0.03,0.12,0.58
2.132,0.02,-0.09,1.33
2.148,-0.01,0.11,0.53
2.165,-0.01,-0.05,1.35
2.182,0.02,0.08,0.46
2.198,-0.03,-0.05,1.23
2.215,0.05,-0.02,0.62
2.232,-0.04,0.00,1.07
2.248,0.05,-0.06,0.68
2.265,-0.04,0.02,0.84
2.282,0.05,-0.06,1.09
2.298,-0.04,0.08,0.67
2.315,0.03,-0.07,1.21
2.331,-0.02,0.11,0.46
2.348,0.00,-0.06,1.40
2.365,-0.02,-0.04,1.41
2.399,-0.05,-0.07,1.17
2.415,0.07,-0.03,0.75
2.431,-0.05,0.03,0.92
2.448,0.06,-0.11,0.94
2.465,-0.04,0.12,0.65
2.482,0.04,-0.08,1.28
2.498,-0.02,0.10,0.52
2.515,0.01,-0.07,1.37
2.532,0.00,0.11,0.39
2.548,-0.02,-0.07,1.34
2.565,0.03,0.03,0.53
2.582,-0.03,-0.03,1.16
2.598,0.04,-0.05,0.59
2.615,-0.03,0.03,0.97
2.631,0.04,-0.09,1.02
2.648,-0.03,0.09,0.72
2.665,0.03,-0.12,1.15
2.681,-0.01,0.15,0.53
2.698,0.01,-0.07,1.34
2.715,-0.01,0.09,0.52
2.731,-0.00,-0.04,1.35
2.748,0.01,0.03,0.39
2.765,-0.01,-0.05,1.15
2.782,0.02,-0.03,0.76
2.798,-0.01,0.03,0.92
2.815,0.02,-0.11,0.88
2.831,-0.01,0.10,0.68
2.848,0.01,-0.08,1.24
2.865,-0.01,0.09,0.56
2.882,0.01,-0.08,1.31
2.898,0.00,0.11,0.43
2.915,0.01,0.03,0.51
2.949,0.00,-0.04,0.47
2.965,0.01,-0.00,0.99
2.982,0.00,-0.06,0.94
2.998,0.01,0.06,0.79
