time;wx (rad/s);wy (rad/s);wz (rad/s)
0,004503;0,05;0,02;-0,00
0,004891;0,03;0,01;0,01
0,005105;0,02;0,00;0,01
0,005313;0,00;-0,01;0,02
0,005479;-0,02;-0,02;0,02
0,005651;-0,04;-0,02;0,01
0,005814;-0,04;-0,03;0,01
0,006674;-0,04;-0,02;0,01
0,010339;-0,04;-0,02;0,01
0,010527;-0,04;-0,00;-0,00
0,012382;-0,04;0,00;-0,01
0,014328;-0,02;0,01;-0,01
0,016556;-0,00;0,02;-0,02
0,018365;0,01;0,02;-0,02
0,023027;0,02;0,02;-0,01
0,023120;0,04;0,01;-0,01
0,024574;0,04;0,01;-0,00
0,027110;0,04;-0,01;0,00
0,028478;0,04;-0,01;0,01
0,030203;0,02;-0,01;0,01
0,032107;0,02;-0,02;0,01
0,034052;0,01;-0,02;0,01
0,036272;-0,00;-0,01;0,01
0,038289;-0,01;-0,01;0,01
0,044931;-0,02;-0,00;0,01
0,045648;-0,03;0,01;-0,00
0,045976;-0,03;0,01;-0,00
0,047100;-0,03;0,01;-0,01
0,048897;-0,02;0,01;-0,01
0,050731;-0,02;0,01;-0,01
0,052548;-0,01;0,01;-0,01
0,054337;-0,00;0,00;-0,01
0,056759;0,00;0,00;-0,01
0,059701;0,01;-0,01;-0,00
0,063625;0,02;-0,01;0,00
0,063848;0,03;-0,01;0,01
0,064682;0,02;-0,01;0,01
0,066505;0,02;-0,01;0,01
0,068198;0,02;-0,01;0,01
0,070281;0,02;-0,00;0,01
0,072152;0,01;0,00;0,01
0,074807;0,00;0,00;0,00
0,077991;-0,00;0,00;0,00
0,078563;-0,01;0,00;-0,00
0,084175;-0,01;-0,00;-0,01
0,084961;-0,02;-0,00;-0,01
0,085326;-0,02;0,00;-0,01
0,087504;-0,02;0,00;-0,01
0,089005;-0,02;0,01;-0,01
0,090403;-0,02;0,01;-0,01
0,092960;-0,01;0,00;-0,00
0,095221;-0,00;0,00;0,01
0,097606;0,01;-0,00;0,01
0,099454;0,01;-0,00;0,01
0,103904;0,02;-0,01;0,01
0,104300;0,02;-0,00;0,01
0,104503;0,02;-0,00;0,01
0,106950;0,02;-0,00;0,01
0,108831;0,01;-0,00;0,00
0,110497;0,02;-0,00;0,00
0,112442;0,00;-0,01;-0,00
0,114153;0,00;-0,01;-0,01
0,116449;-0,01;-0,00;-0,01
0,118495;-0,01;-0,00;-0,01
0,123206;-0,01;0,00;-0,01
0,123395;-0,02;0,01;-0,01
0,124927;-0,01;0,00;-0,01
0,126746;-0,01;0,01;-0,01
0,128551;-0,01;0,01;0,00
0,130323;-0,01;0,00;0,01
0,132136;-0,00;-0,00;0,01
0,133957;0,00;-0,00;0,01
0,136032;0,01;-0,00;0,01
0,138091;0,01;-0,00;0,01
0,143788;0,02;0,00;0,01
0,144092;0,01;-0,00;0,00
0,144318;0,02;-0,00;-0,00
0,147125;0,01;-0,00;-0,01
0,148079;0,01;-0,01;-0,01
0,150056;0,00;-0,00;-0,01
0,152170;0,00;-0,00;-0,01
0,154157;-0,00;-0,00;-0,01
0,156159;-0,01;0,00;-0,01
0,159773;-0,01;0,00;-0,00
0,163678;-0,01;0,00;-0,00
0,163991;-0,01;0,00;0,00
0,164185;-0,01;0,00;0,00
0,166427;-0,01;0,00;0,01
0,168161;-0,01;-0,00;0,01
0,170139;-0,00;-0,00;0,01
0,172379;0,00;-0,00;0,01
0,176257;0,00;-0,00;0,01
0,177003;0,01;0,00;0,01
0,178422;0,01;-0,00;0,00
0,184094;0,01;-0,00;-0,00
0,184477;0,01;0,00;-0,01
0,184689;0,01;-0,00;-0,01
0,186686;0,01;-0,00;-0,01
0,188435;-0,00;-0,00;-0,01
0,190448;0,00;0,00;-0,01
0,193240;-0,00;-0,00;-0,00
0,194320;-0,01;0,00;-0,00
0,196912;-0,01;-0,00;-0,00
0,198030;-0,01;0,00;0,00
0,203011;-0,01;0,00;0,01
0,203224;-0,01;0,00;0,01
0,204078;-0,01;0,00;0,01
0,206007;-0,00;-0,00;0,01
0,209414;-0,00;0,00;0,01
0,210131;0,00;-0,00;0,01
0,212168;0,01;0,00;0,00
0,214171;0,01;-0,01;-0,00
0,216122;0,01;0,00;-0,01
0,218030;0,00;-0,00;-0,01
0,224271;0,01;-0,00;-0,01
0,224671;0,00;-0,00;-0,01
0,224995;0,00;-0,00;-0,01
0,227750;0,00;-0,00;-0,00
0,228673;0,00;-0,00;-0,00
0,230077;-0,00;-0,00;0,00
0,232009;-0,00;-0,00;0,01
0,234151;-0,01;-0,00;0,00
0,235964;-0,01;-0,00;0,00
0,237899;-0,01;-0,00;0,01
0,243198;-0,01;-0,00;0,01
0,244256;-0,01;0,00;0,00
0,244459;-0,00;0,00;0,00
0,246448;0,00;-0,00;-0,00
0,248852;-0,00;-0,00;-0,00
0,250190;0,01;-0,00;-0,01
0,252287;0,01;-0,00;-0,00
0,256285;0,01;0,00;-0,01
0,256601;0,00;-0,00;-0,01
0,259986;0,00;0,00;-0,00
0,263510;0,01;-0,00;-0,00
0,263804;0,00;-0,00;0,00
0,263974;0,00;-0,00;0,00
0,266190;-0,01;-0,00;0,00
0,268335;-0,01;0,00;0,01
0,270267;-0,00;-0,00;0,01
0,272231;-0,01;-0,00;0,01
0,274256;-0,00;-0,00;0,01
0,279429;-0,00;-0,00;0,01
0,279795;-0,01;-0,00;0,00
