time,wx,wy,wz
0.010,-0.03,0.00,0.00
0.026,-0.01,0.01,0.01
0.043,0.02,0.01,0.00
0.059,-0.00,-0.00,0.00
0.076,-0.02,-0.00,0.00
0.110,0.01,0.02,0.00
0.126,0.01,0.02,0.00
0.142,-0.01,0.05,0.00
0.159,0.00,0.02,0.00
0.176,0.01,-0.00,0.00
0.210,-0.00,0.01,0.00
0.226,-0.00,0.00,0.00
0.242,0.00,0.00,0.00
0.259,0.00,0.00,0.00
0.276,-0.00,0.00,0.01
0.293,0.00,-0.01,0.00
0.327,-0.00,-0.01,0.00
0.343,-0.00,0.01,0.00
0.359,0.00,0.01,0.00
0.376,-0.00,-0.02,0.00
0.393,-0.00,-0.01,0.00
0.427,0.00,0.02,0.00
0.443,0.00,-0.01,0.00
0.459,-0.00,0.00,0.00
0.476,0.00,-0.01,0.00
0.492,-0.00,-0.00,0.00
0.527,-0.00,-0.01,0.00
0.543,-0.00,-0.00,0.00
0.559,0.00,-0.02,0.01
0.576,-0.00,-0.01,0.00
0.593,0.00,0.01,0.00
0.627,0.00,0.02,0.00
0.643,0.00,0.01,0.00
0.659,0.00,0.01,0.00
0.676,0.00,0.00,0.00
0.692,0.00,0.00,0.00
0.727,-0.00,-0.00,0.00
0.743,-0.00,-0.01,0.00
0.760,-0.00,-0.02,0.01
0.777,-0.00,-0.00,0.00
0.793,0.04,0.31,-0.01
0.810,-0.00,0.10,0.01
0.843,-0.00,0.10,-0.00
0.860,0.01,0.16,-0.00
0.877,0.01,0.27,-0.01
0.893,0.01,0.26,-0.00
0.910,0.01,0.07,0.01
0.943,-0.00,0.04,0.00
0.960,-0.01,0.14,-0.00
0.977,0.12,1.07,-0.03
0.993,-0.02,0.30,0.00
1.010,0.03,0.12,-0.01
1.043,0.02,0.04,0.01
1.060,-0.03,0.14,-0.00
1.077,-0.01,0.15,-0.01
1.093,0.04,0.21,0.00
1.110,-0.00,0.03,0.00
1.143,-0.03,-0.01,0.01
1.159,0.01,0.10,-0.00
1.176,0.01,0.17,-0.00
1.193,0.00,0.24,-0.00
1.209,0.01,0.08,0.00
1.243,-0.00,0.00,0.00
1.260,-0.01,0.11,0.00
1.277,-0.00,0.11,-0.00
1.293,0.01,0.16,0.00
1.310,-0.01,-0.04,0.01
1.343,-0.00,0.58,0.02
1.360,-0.03,0.13,0.00
1.377,0.03,-0.02,-0.00
1.393,0.00,0.04,0.01
1.410,-0.02,0.05,0.00
1.443,-0.00,-0.03,0.01
1.460,0.01,0.07,0.00
1.476,-0.01,0.15,-0.01
1.493,-0.00,0.20,-0.00
1.510,0.02,0.11,0.00
1.526,0.00,0.01,0.00
1.560,-0.02,0.06,0.00
1.576,0.00,0.17,-0.01
1.593,0.00,0.14,0.00
1.610,-0.01,0.02,0.01
1.626,0.00,-0.05,0.01
1.659,-0.01,0.00,-0.00
1.676,-0.01,0.01,0.00
1.693,-0.10,-0.62,0.05
1.710,-0.02,-0.16,-0.00
1.727,0.03,-0.09,0.00
1.760,-0.01,-0.01,0.01
1.776,-0.03,0.16,-0.01
1.793,0.02,0.21,-0.00
1.810,0.01,0.10,0.00
1.826,-0.01,0.00,0.00
1.860,-0.01,0.00,0.01
1.876,0.00,0.11,-0.01
1.893,0.01,0.25,-0.00
1.910,-0.00,0.13,0.01
1.926,0.01,0.01,0.00
1.960,-0.00,0.02,0.01
1.976,-0.01,0.13,-0.00
1.993,0.01,0.24,-0.01
2.010,0.01,0.19,0.00
2.027,0.04,0.26,-0.02
2.060,-0.08,-0.27,0.01
2.076,0.01,-0.02,-0.01
2.093,0.03,0.04,0.00
2.110,-0.02,0.08,0.00
