time;wx (rad/s);wy (rad/s);wz (rad/s)
0,003518;0,09;-0,04;-0,00
0,003773;0,12;-0,04;-0,01
0,003893;0,12;-0,03;-0,01
0,004004;0,11;-0,03;-0,02
0,004114;0,10;-0,02;-0,02
0,004569;0,06;-0,01;-0,02
0,004687;0,02;-0,00;-0,02
0,004794;0,00;0,01;-0,01
0,004900;-0,05;0,02;-0,00
0,008151;-0,08;0,03;0,01
0,009012;-0,10;0,03;0,01
0,010961;-0,11;0,03;0,02
0,016211;-0,10;0,01;0,02
0,016451;-0,07;-0,01;0,03
0,016849;-0,05;-0,01;0,02
0,018912;-0,03;-0,01;0,03
0,020808;0,01;-0,01;0,02
0,024285;0,05;-0,01;0,00
0,025023;0,07;0,00;0,00
0,026920;0,09;0,00;-0,00
0,028895;0,09;-0,00;-0,02
0,031295;0,09;0,00;-0,03
0,036351;0,07;-0,00;-0,03
0,036573;0,04;-0,00;-0,02
0,036704;0,02;-0,01;-0,03
0,041132;-0,02;-0,01;-0,02
0,041344;-0,04;0,00;-0,00
0,043582;-0,07;-0,00;0,01
0,045018;-0,08;0,00;0,01
0,047248;-0,09;0,00;0,02
0,048859;-0,08;0,01;0,02
0,050712;-0,07;0,00;0,03
0,057783;-0,04;0,00;0,03
0,057957;-0,00;0,00;0,02
0,058074;0,02;0,01;0,03
0,058824;0,04;0,01;0,01
0,060742;0,06;0,01;-0,01
0,063051;0,07;0,01;-0,02
0,064618;0,07;0,00;-0,02
0,066714;0,06;-0,01;-0,03
0,068594;0,05;-0,01;-0,03
0,071271;0,02;-0,01;-0,03
0,075993;0,01;-0,01;-0,01
0,076191;-0,03;-0,01;-0,00
0,076820;-0,05;-0,01;-0,00
0,079440;-0,05;0,00;0,01
0,082936;-0,06;0,01;0,03
0,083219;-0,06;0,01;0,02
0,084827;-0,05;0,01;0,03
0,087288;-0,03;0,01;0,02
0,089830;-0,03;0,01;0,02
0,091517;0,00;0,01;0,01
0,096160;0,02;0,01;-0,01
0,096341;0,04;0,01;-0,02
0,096796;0,04;0,00;-0,03
0,098827;0,05;-0,00;-0,03
0,100760;0,05;-0,01;-0,03
0,102687;0,04;-0,01;-0,02
0,105013;0,03;-0,02;-0,02
0,108932;0,02;-0,01;-0,01
0,109826;-0,01;-0,01;0,01
0,111533;-0,01;-0,01;0,02
0,115981;-0,04;0,00;0,01
0,116183;-0,04;0,01;0,02
0,118917;-0,04;0,01;0,02
0,119188;-0,04;0,01;0,01
0,121539;-0,04;0,01;0,01
0,123642;-0,03;0,01;0,00
0,124987;-0,01;0,01;-0,00
0,127248;0,00;0,00;-0,01
0,129118;0,02;-0,00;-0,01
0,131197;0,03;-0,00;-0,01
0,136553;0,04;-0,01;-0,01
0,136763;0,04;-0,01;-0,00
0,137605;0,04;-0,01;-0,00
0,141348;0,03;-0,00;0,00
0,141759;0,01;-0,00;0,00
0,143773;0,01;-0,00;-0,01
0,145578;-0,01;0,00;-0,00
0,146998;-0,02;0,01;0,01
0,149005;-0,03;0,00;0,00
0,151185;-0,04;0,00;0,00
0,158184;-0,03;0,01;0,01
0,158995;-0,02;0,00;-0,01
0,159429;-0,03;0,00;0,01
0,159717;-0,02;0,00;-0,00
0,161304;-0,01;0,00;-0,01
0,162988;0,01;0,00;-0,01
0,165014;0,01;-0,00;-0,01
0,166841;0,03;-0,01;-0,01
0,168803;0,03;0,00;0,00
0,170848;0,03;0,00;0,01
0,177613;0,03;0,00;0,00
0,178384;0,02;-0,00;0,00
0,178771;0,02;0,00;0,00
0,179035;-0,00;-0,00;0,01
0,181006;-0,00;-0,01;-0,00
0,183746;-0,02;-0,00;-0,00
0,184891;-0,03;-0,00;-0,00
0,186962;-0,03;-0,00;0,00
0,191306;-0,03;-0,00;0,00
0,191470;-0,03;0,00;0,01
0,196873;-0,02;0,01;0,01
0,197508;0,00;0,01;-0,00
0,197837;0,00;0,01;-0,00
0,198963;0,01;0,01;0,00
0,200836;0,02;0,01;0,00
0,203100;0,02;0,00;-0,00
0,204821;0,03;-0,00;-0,01
0,207640;0,03;-0,00;0,01
0,209121;0,02;-0,00;0,00
0,211237;0,01;-0,00;-0,00
0,216461;0,00;-0,00;0,00
0,216646;-0,01;-0,00;0,00
0,217001;-0,01;-0,00;-0,01
0,218817;-0,02;-0,00;-0,01
0,220794;-0,02;0,00;0,00
0,224055;-0,02;0,01;-0,01
0,225035;-0,02;0,01;-0,00
0,227349;-0,02;0,00;0,00
0,228814;-0,01;0,01;0,00
0,230814;-0,00;0,00;-0,00
0,235943;0,00;0,00;-0,01
0,236087;0,01;-0,00;-0,00
0,236928;0,01;0,00;-0,00
0,239169;0,02;-0,00;-0,00
0,241597;0,02;-0,00;-0,00
0,243460;0,02;-0,01;0,00
0,244820;0,02;-0,01;-0,00
0,246845;0,00;-0,00;0,00
0,249718;0,00;-0,00;-0,00
0,251296;-0,00;0,00;-0,00
0,255929;-0,01;0,00;0,01
0,256131;-0,02;0,00;-0,01
0,259821;-0,02;0,00;-0,01
0,260055;-0,02;0,00;-0,01
0,261517;-0,02;0,00;-0,02
0,263090;-0,01;0,00;-0,01
0,265037;-0,00;-0,00;0,00
0,267360;-0,00;0,00;0,01
0,269315;0,01;0,00;0,02
0,271396;0,01;0,00;0,02
0,276411;0,01;0,00;0,02
0,276624;0,01;-0,00;0,01
0,276965;0,01;-0,00;0,01
0,279995;0,01;0,00;-0,00
0,281107;0,00;-0,00;-0,01
0,283125;0,00;0,00;-0,00
0,285273;-0,00;-0,00;-0,00
0,286909;-0,01;-0,00;-0,01
0,288868;-0,01;-0,00;-0,01
0,290993;-0,02;0,00;-0,01
0,296062;-0,01;-0,00;-0,01
0,296236;-0,01;0,00;0,01
0,297234;-0,01;-0,00;0,00
0,298823;-0,01;0,00;0,00
0,300803;-0,00;0,00;-0,00
0,303110;0,01;0,00;-0,00
