time,wx,wy,wz
0.004,0.01,-0.00,0.00
0.020,-0.00,0.01,-0.01
0.037,-0.00,0.00,-0.00
0.054,0.00,-0.00,0.02
0.070,-0.00,-0.00,-0.01
0.087,-0.00,-0.00,-0.00
0.119,-0.00,-0.00,0.01
0.139,0.00,-0.01,0.01
0.154,-0.00,-0.00,-0.00
0.170,0.00,-0.00,0.01
0.187,-0.00,-0.00,0.01
0.219,-0.00,0.00,-0.00
0.239,-0.00,0.00,0.00
0.254,-0.00,-0.00,0.02
0.270,-0.00,0.00,0.00
0.287,-0.00,0.01,0.00
0.319,-0.00,0.00,-0.00
0.338,0.00,-0.00,0.01
0.354,0.00,-0.00,0.02
0.370,-0.00,0.00,-0.01
0.387,-0.00,-0.00,0.00
0.419,0.00,-0.01,0.02
0.438,-0.00,0.00,0.01
0.454,0.00,0.01,-0.02
0.471,-0.00,-0.00,0.00
0.487,0.00,-0.01,0.02
0.519,-0.00,-0.00,-0.00
0.538,-0.00,-0.00,-0.01
0.554,0.00,-0.00,0.01
0.570,0.00,-0.00,0.02
0.587,-0.00,0.00,-0.01
0.619,-0.00,-0.00,0.00
0.636,0.00,-0.00,0.01
0.652,0.00,0.00,0.00
0.669,-0.00,-0.00,0.00
0.686,-0.00,-0.00,0.01
0.719,-0.00,-0.00,0.00
0.736,-0.00,0.00,-0.00
0.752,0.00,-0.00,0.01
0.769,-0.00,-0.00,0.00
0.787,0.00,-0.00,-0.00
0.804,-0.00,-0.00,0.01
0.836,0.00,-0.00,0.00
0.852,-0.00,-0.00,-0.00
0.869,0.00,-0.00,0.00
0.886,0.00,-0.00,0.00
0.919,0.00,-0.00,-0.00
0.936,-0.00,-0.00,-0.00
0.954,-0.00,0.00,0.12
0.971,-0.01,-0.12,1.08
0.988,0.00,-0.06,1.27
1.005,0.02,0.11,0.25
1.036,-0.01,-0.05,1.44
1.052,-0.00,0.02,0.72
1.069,0.01,-0.01,0.66
1.085,-0.01,-0.05,1.19
1.102,0.02,0.01,0.50
1.136,-0.00,-0.04,1.30
1.152,0.01,0.06,0.70
1.169,0.01,0.04,1.01
1.185,-0.01,0.03,0.87
1.202,0.00,-0.01,0.79
1.236,-0.00,-0.04,0.98
1.252,0.01,-0.01,0.71
1.269,0.00,-0.03,1.11
1.286,0.00,0.01,0.59
1.302,0.00,-0.01,1.16
1.336,-0.00,0.03,0.73
1.352,0.01,-0.02,0.98
1.372,-0.01,-0.02,0.88
1.388,0.01,-0.00,0.87
1.404,0.00,-0.01,1.00
1.421,0.00,0.01,0.57
1.452,0.00,-0.02,1.15
1.469,-0.00,0.02,0.65
1.485,0.00,-0.04,1.20
1.502,-0.01,0.04,0.70
1.536,0.03,0.00,1.00
1.552,-0.01,0.03,0.99
1.569,0.02,0.01,0.54
1.585,-0.02,-0.05,1.17
1.602,-0.01,0.01,0.66
1.619,0.02,-0.01,1.12
1.652,-0.01,0.04,0.68
1.669,0.02,-0.01,1.05
1.685,-0.01,0.01,0.88
1.702,0.01,-0.01,0.78
1.719,-0.01,-0.03,0.95
1.752,0.00,-0.02,0.79
1.769,0.00,-0.00,1.13
1.788,0.02,0.04,0.56
1.804,0.01,-0.01,1.18
1.821,-0.02,0.03,0.71
1.852,0.01,-0.04,0.99
1.869,-0.02,0.00,0.87
1.885,0.03,-0.01,0.76
1.902,-0.01,-0.03,1.15
1.919,0.00,0.02,0.46
1.952,0.02,-0.03,1.12
1.969,-0.03,0.00,0.68
1.985,0.00,-0.05,1.11
2.002,-0.00,0.04,0.80
2.019,0.03,0.01,0.94
2.052,-0.01,0.01,1.04
2.069,0.01,0.00,0.52
2.085,-0.00,-0.06,1.08
2.102,-0.03,-0.01,0.70
2.119,0.02,-0.02,1.16
2.152,0.01,0.06,0.66
2.169,0.01,-0.01,1.13
2.189,-0.01,0.03,0.82
2.205,0.02,-0.03,0.73
2.221,-0.02,-0.04,1.03
2.238,0.00,0.01,0.65
2.269,0.02,-0.02,1.16
2.285,-0.01,0.05,0.63
2.302,0.01,-0.01,1.14
2.319,-0.00,0.02,0.70
2.335,0.00,-0.06,0.92
2.369,-0.01,0.00,0.95
2.386,0.03,0.02,0.77
2.402,0.00,0.00,1.21
2.419,-0.01,0.04,0.45
2.435,0.01,-0.05,1.23
2.469,-0.00,0.04,0.73
2.486,0.01,-0.02,1.04
2.502,0.00,0.04,0.83
2.519,0.00,0.00,0.96
2.536,0.01,0.01,0.95
2.569,-0.00,-0.02,0.58
2.586,-0.01,-0.04,1.16
2.605,0.01,0.04,0.62
2.621,0.01,-0.03,1.22
2.638,-0.01,0.07,0.68
2.655,0.01,-0.03,1.06
2.686,0.00,0.02,0.87
2.702,-0.01,-0.02,0.74
2.719,0.01,-0.01,1.07
2.735,0.01,0.09,-0.70
2.769,-0.03,-0.12,0.19
2.785,-0.01,0.04,0.14
2.802,0.04,0.05,-0.18
2.819,-0.01,-0.06,0.05
2.835,-0.03,-0.01,0.07
2.869,0.03,0.04,-0.07
2.886,0.01,-0.02,0.01
2.902,-0.03,-0.01,0.04
2.919,0.01,0.01,-0.02
2.936,0.01,-0.00,-0.01
2.952,-0.02,-0.01,0.02
2.985,-0.00,-0.00,0.01
3.002,0.02,0.00,-0.01
3.022,-0.01,-0.00,-0.00
3.038,-0.01,-0.01,0.01
3.054,0.01,-0.00,-0.00
3.086,0.00,0.00,-0.01
3.102,-0.01,-0.01,0.00
3.119,0.00,-0.00,0.01
