time;wx (rad/s);wy (rad/s);wz (rad/s)
0,001268;0,01;0,00;0,02
0,001683;0,01;-0,00;0,01
0,001863;0,00;-0,00;0,01
0,002473;-0,01;-0,01;0,01
0,004967;-0,02;-0,01;0,00
0,006547;-0,02;-0,02;0,00
0,008354;-0,02;-0,01;-0,00
0,012599;-0,02;-0,01;-0,01
0,012887;-0,02;0,00;-0,01
0,014655;-0,02;0,01;-0,01
0,016825;-0,02;0,01;-0,01
0,018166;-0,01;0,02;-0,01
0,020960;-0,01;0,01;-0,01
0,022143;0,00;0,01;-0,00
0,024145;0,00;0,01;-0,00
0,026040;0,01;-0,00;-0,00
0,029974;0,02;-0,01;0,00
0,032283;0,02;-0,02;0,01
0,033090;0,02;-0,01;0,01
0,034494;0,02;-0,02;0,01
0,036325;0,02;-0,01;0,01
0,038219;0,01;-0,01;0,01
0,040374;0,01;-0,00;0,01
0,042312;0,01;-0,00;0,00
0,044289;0,00;0,01;0,00
0,046794;-0,00;0,01;-0,00
0,048391;-0,01;0,01;-0,01
0,050310;-0,01;0,01;-0,01
0,052581;-0,02;0,00;-0,01
0,054022;-0,02;0,00;-0,01
0,056174;-0,02;0,00;-0,01
0,058185;-0,02;-0,00;-0,01
0,062732;-0,01;-0,01;-0,00
0,062941;-0,01;0,00;-0,00
0,064964;-0,01;-0,00;0,00
0,066090;-0,00;0,00;0,01
0,068211;0,00;-0,00;0,01
0,070380;0,00;-0,00;0,01
0,072206;0,01;0,00;0,01
0,074188;0,01;0,00;0,01
0,076297;0,02;-0,00;0,01
0,078227;0,02;-0,00;0,00
0,082058;0,02;-0,00;-0,00
0,082299;0,01;-0,00;-0,01
0,084318;0,01;-0,00;-0,01
0,086204;0,01;0,00;-0,01
0,088353;0,00;0,00;-0,01
0,090153;0,00;0,01;-0,01
0,092223;-0,00;0,01;-0,00
0,094592;-0,01;0,00;-0,00
0,097126;-0,01;0,00;0,00
0,098809;-0,02;0,00;0,00
0,100425;-0,02;0,00;0,00
0,102165;-0,02;-0,01;0,00
0,104643;-0,01;-0,00;0,00
0,106218;-0,01;-0,01;0,01
0,108547;-0,01;-0,01;0,00
0,110156;-0,01;-0,00;0,00
0,112085;0,00;-0,00;0,00
0,114939;0,00;0,00;-0,00
0,116769;0,01;-0,00;0,00
0,118182;0,01;0,01;-0,00
0,120737;0,02;0,00;-0,00
0,122216;0,01;0,00;-0,00
0,124268;0,02;0,01;-0,00
0,126370;0,02;0,00;-0,00
0,128367;0,01;0,00;-0,00
0,130379;0,01;-0,00;-0,00
0,132461;0,00;-0,00;-0,00
0,134316;0,00;-0,00;-0,00
0,136290;-0,00;-0,00;0,00
