time,wx,wy,wz
0.012,-0.01,-0.01,0.01
0.024,-0.01,0.01,-0.01
0.040,0.00,0.00,0.02
0.056,-0.01,-0.00,-0.01
0.073,-0.00,-0.00,0.01
0.090,-0.00,0.01,-0.00
0.106,-0.01,-0.00,0.00
0.123,-0.00,-0.00,0.00
0.140,-0.01,0.00,-0.00
0.157,-0.01,0.00,0.01
0.173,-0.00,-0.00,-0.00
0.190,-0.01,0.01,0.01
0.207,-0.01,-0.00,0.01
0.223,-0.01,-0.00,-0.01
0.240,-0.01,0.01,0.01
0.257,-0.01,0.00,0.00
0.273,-0.01,-0.00,0.00
0.290,-0.01,0.01,0.01
0.307,-0.00,0.00,0.00
0.324,-0.01,-0.00,0.01
0.340,-0.00,0.01,-0.00
0.357,-0.00,-0.00,0.01
0.373,-0.01,-0.00,-0.00
0.390,-0.00,0.00,0.01
0.407,-0.00,-0.00,0.00
0.438,-0.00,0.01,0.00
0.457,-0.00,-0.00,-0.00
0.474,-0.00,0.00,0.01
0.505,-0.01,0.00,-0.00
0.524,-0.01,0.01,0.02
0.541,-0.00,0.00,-0.00
0.557,-0.01,-0.01,0.01
0.574,-0.01,0.01,-0.00
0.590,-0.01,-0.01,0.01
0.607,-0.01,0.00,-0.01
0.624,-0.01,0.01,0.02
0.641,-0.00,0.00,-0.01
0.657,-0.01,0.00,0.01
0.674,-0.00,0.00,0.01
0.691,-0.01,-0.00,-0.01
0.707,-0.01,0.01,0.02
0.724,-0.01,0.00,-0.01
0.741,-0.00,-0.00,0.01
0.757,-0.01,0.01,0.01
0.774,-0.01,0.00,-0.01
0.791,-0.00,-0.00,0.03
0.808,-0.01,0.02,-0.02
0.824,-0.00,-0.02,0.02
0.841,-0.01,0.02,-0.01
0.858,-0.00,-0.00,0.01
0.874,-0.00,0.00,0.01
0.891,-0.01,0.01,-0.00
0.908,-0.00,-0.01,0.02
0.924,-0.01,0.01,-0.00
0.941,-0.00,0.01,0.02
0.958,-0.01,-0.00,-0.01
0.974,-0.01,0.01,0.01
0.991,-0.01,-0.00,-0.01
1.021,-0.00,0.01,0.02
1.038,-0.01,0.00,-0.01
1.055,-0.00,0.01,0.00
1.087,-0.01,-0.00,0.00
1.105,-0.00,0.00,0.00
1.122,-0.01,0.00,0.00
1.155,-0.01,0.01,0.01
1.172,-0.00,-0.00,0.01
1.188,-0.01,0.00,-0.00
1.205,-0.01,0.01,0.01
1.221,-0.00,-0.00,-0.01
1.238,-0.00,-0.00,0.02
1.255,-0.00,0.02,-0.00
1.271,-0.01,-0.01,0.01
1.292,-0.01,0.01,0.00
1.309,-0.00,0.01,0.01
1.325,-0.00,-0.01,-0.01
1.342,-0.01,0.01,0.01
1.359,-0.01,0.01,-0.00
1.375,-0.01,-0.01,0.00
1.392,-0.00,0.01,0.01
1.408,-0.01,0.01,-0.00
1.425,-0.01,-0.01,0.02
1.442,0.08,0.18,0.85
1.459,-0.06,0.02,3.38
1.474,-0.06,0.19,7.68
1.490,-0.57,-0.15,8.98
1.507,-0.23,-0.23,9.48
1.523,0.07,0.29,9.66
1.540,0.18,0.13,9.28
1.557,0.23,0.04,9.29
1.573,-0.09,0.18,9.26
1.605,0.08,0.11,9.26
1.621,-0.08,0.06,9.35
1.638,0.01,0.14,9.29
1.672,-0.09,0.14,9.35
1.688,-0.03,0.13,9.30
1.705,-0.07,0.12,9.30
1.738,-0.04,0.13,9.32
1.755,-0.06,0.15,9.26
1.771,-0.05,0.12,9.27
1.791,-0.04,0.13,9.33
1.808,-0.04,0.17,9.27
1.824,-0.05,0.13,9.30
1.840,-0.04,0.13,9.27
1.857,-0.04,0.13,9.27
1.874,-0.04,0.13,9.32
1.891,-0.03,0.17,9.29
1.907,-0.05,0.14,9.28
1.924,-0.04,0.12,9.28
1.941,-0.04,0.12,9.26
1.957,-0.04,0.13,9.32
1.974,-0.04,0.16,9.28
1.991,-0.05,0.13,9.27
2.007,-0.05,0.12,9.28
2.024,-0.05,0.12,9.26
2.041,-0.04,0.13,9.32
2.057,-0.04,0.16,9.27
2.074,-0.05,0.14,9.27
2.091,-0.05,0.11,9.30
2.108,-0.05,0.14,9.26
2.126,-0.04,0.14,9.31
2.141,-0.05,0.16,9.29
2.158,-0.04,0.11,9.30
2.188,-0.05,0.15,9.27
2.205,-0.04,0.14,9.30
2.221,-0.04,0.13,9.24
2.255,-0.04,0.11,9.31
2.271,-0.04,0.14,9.27
2.292,-0.05,0.14,9.27
2.308,-0.04,0.12,9.27
2.325,-0.05,0.12,9.30
2.341,-0.04,0.15,9.28
2.358,-0.04,0.14,9.29
2.375,-0.05,0.14,9.27
2.391,-0.05,0.12,9.28
2.408,-0.05,0.13,9.30
2.425,-0.04,0.16,9.28
2.442,-0.05,0.13,9.29
2.458,-0.04,0.14,9.27
2.475,-0.05,0.12,9.28
2.491,-0.04,0.12,9.31
2.508,-0.04,0.17,9.28
2.525,-0.04,0.13,9.30
2.541,-0.04,0.14,9.27
2.558,-0.04,0.13,9.30
2.575,-0.04,0.12,9.31
2.592,-0.03,0.16,9.26
2.608,-0.05,0.12,9.29
2.625,-0.04,0.13,9.27
2.642,-0.04,0.14,9.29
2.658,-0.05,0.12,9.32
2.675,-0.05,0.12,9.28
2.705,-0.05,0.11,9.29
2.722,-0.04,0.16,9.28
2.738,-0.05,0.13,9.33
2.755,-0.05,0.16,9.25
2.771,-0.04,0.12,9.27
2.792,-0.04,0.16,9.27
2.809,-0.04,0.12,9.33
2.825,-0.05,0.15,9.24
2.842,-0.04,0.11,9.27
2.859,-0.05,0.13,9.31
2.875,-0.03,0.16,9.26
2.892,-0.04,0.13,9.31
2.909,-0.04,0.13,9.25
2.926,-0.04,0.12,9.27
2.942,-0.05,0.12,9.32
2.959,-0.02,0.17,9.27
2.975,-0.05,0.14,9.30
2.992,-0.05,0.13,9.27
3.009,-0.04,0.12,9.26
3.026,-0.05,0.13,9.31
3.042,-0.04,0.16,9.28
3.059,-0.05,0.13,9.28
3.076,-0.05,0.13,9.27
3.092,-0.04,0.12,9.27
3.109,-0.04,0.13,9.32
3.126,-0.04,0.17,9.26
3.144,-0.05,0.13,9.28
3.159,-0.05,0.12,9.28
3.176,-0.04,0.14,9.28
3.193,-0.04,0.14,9.32
3.209,-0.04,0.17,9.28
3.226,-0.04,0.12,9.27
3.243,-0.05,0.11,9.29
3.259,-0.04,0.14,9.31
3.288,-0.04,0.16,9.28
3.310,-0.05,0.11,9.30
3.326,-0.04,0.13,9.26
3.343,-0.04,0.14,9.30
3.360,-0.04,0.15,9.28
3.376,-0.05,0.13,9.26
3.393,-0.05,0.11,9.31
3.410,-0.04,0.16,9.28
3.426,-0.04,0.14,9.29
3.443,-0.05,0.14,9.28
3.460,-0.05,0.13,9.26
3.476,-0.05,0.12,9.31
3.493,-0.04,0.16,9.28
3.510,-0.04,0.14,9.27
3.527,-0.05,0.14,9.29
3.543,-0.05,0.13,9.26
3.560,-0.04,0.12,9.31
3.577,-0.04,0.15,9.28
3.593,-0.04,0.14,9.28
3.610,-0.04,0.13,9.28
3.627,-0.04,0.12,9.28
3.643,-0.04,0.13,9.30
3.660,-0.04,0.15,9.28
3.677,-0.04,0.12,9.28
3.693,-0.04,0.12,9.27
3.710,-0.05,0.13,9.29
3.727,-0.04,0.13,9.31
3.743,-0.05,0.16,9.27
3.760,-0.05,0.12,9.27
3.777,-0.04,0.14,9.28
3.805,-0.04,0.14,9.31
3.827,-0.05,0.12,9.27
3.844,-0.04,0.12,9.30
3.871,-0.04,0.15,9.28
3.887,-0.04,0.13,9.30
3.904,-0.04,0.14,9.28
3.921,-0.04,0.12,9.26
3.938,-0.04,0.12,9.31
3.954,-0.04,0.16,9.30
3.971,-0.04,0.13,9.29
3.988,-0.04,0.13,9.26
4.004,-0.05,0.10,9.27
4.021,-0.04,0.16,9.29
4.038,-0.05,0.14,9.30
4.071,-0.05,0.12,9.27
4.088,-0.05,0.12,9.32
4.104,-0.04,0.18,9.27
4.121,-0.05,0.13,9.29
4.138,-0.05,0.12,9.27
4.154,-0.04,0.13,9.27
4.171,-0.05,0.12,9.33
4.188,-0.04,0.18,9.28
4.211,-0.04,0.13,9.28
4.228,-0.05,0.11,9.28
4.244,-0.04,0.14,9.27
4.261,-0.04,0.14,9.33
4.277,-0.03,0.16,9.25
4.294,-0.04,0.13,9.28
4.311,-0.05,0.10,9.29
4.328,-0.03,0.12,9.27
4.344,-0.05,0.14,9.30
4.361,-0.04,0.13,9.28
4.388,-0.05,0.12,9.29
4.404,-0.04,0.15,9.27
4.421,-0.04,0.13,9.31
4.438,-0.05,0.16,9.27
4.454,-0.05,0.12,9.27
4.471,-0.04,0.11,9.31
4.488,-0.04,0.16,9.26
4.505,-0.04,0.13,9.31
4.521,-0.04,0.15,9.25
4.538,-0.05,0.11,9.28
4.555,-0.03,0.15,9.27
4.588,-0.04,0.15,9.31
4.605,-0.04,0.13,9.28
4.621,-0.05,0.11,9.31
4.655,-0.04,0.13,9.28
4.671,-0.04,0.13,9.28
4.687,-0.04,0.13,9.26
4.712,-0.05,0.12,9.33
4.728,-0.04,0.16,9.26
