time,wx,wy,wz
0.014,-0.02,-0.02,0.01
0.031,0.02,0.02,0.01
0.048,-0.01,0.02,0.01
0.064,0.01,-0.01,0.00
0.081,0.01,0.02,0.01
0.098,-0.00,0.01,0.00
0.114,0.02,0.00,0.01
0.131,-0.00,0.02,0.01
0.148,0.01,0.00,0.00
0.164,0.00,0.02,0.01
0.181,0.01,0.01,0.01
0.198,0.01,0.00,0.01
0.214,0.00,0.02,0.01
0.231,0.01,0.01,0.01
0.248,-0.00,0.01,0.00
0.264,0.01,0.01,0.01
0.281,0.00,0.01,0.01
0.298,0.01,0.01,0.00
0.331,0.00,0.01,0.01
0.348,0.00,0.01,0.01
0.364,0.01,0.01,0.01
0.398,0.01,0.01,0.01
0.414,0.01,0.01,0.01
0.431,0.00,0.01,0.01
0.464,0.00,0.01,0.00
0.481,0.01,0.01,0.01
0.498,0.00,0.01,0.00
0.514,0.00,0.01,0.01
0.531,0.01,0.01,0.00
0.548,0.01,0.01,0.01
0.564,0.01,0.01,0.00
0.581,0.00,0.01,0.01
0.597,0.00,0.01,0.00
0.614,0.01,0.01,0.02
0.630,0.00,0.01,-0.00
0.648,0.01,0.01,0.02
0.664,0.01,0.01,0.00
0.681,0.01,0.01,0.01
0.698,0.01,0.01,0.01
0.714,0.01,0.01,0.01
0.731,0.01,0.01,0.00
0.748,0.01,0.01,0.01
0.764,0.01,0.01,0.01
0.781,0.00,0.01,0.01
0.798,0.01,0.01,0.01
0.814,0.00,0.01,0.01
0.831,0.01,0.01,0.01
0.848,0.00,0.01,0.01
0.864,0.01,0.01,0.01
0.881,0.01,0.01,0.00
0.898,0.00,0.01,0.01
0.914,0.00,0.01,0.01
0.931,0.00,0.01,0.01
0.948,0.01,0.01,0.01
0.964,0.00,0.01,0.01
0.981,0.01,0.01,0.01
0.998,0.00,0.01,0.01
1.014,0.01,0.01,0.00
1.031,0.01,0.01,0.01
1.048,0.00,0.01,0.00
1.064,0.00,0.01,0.00
1.081,0.01,0.01,0.01
1.114,0.00,0.01,0.00
1.131,0.00,0.01,0.01
1.148,0.00,0.01,0.01
1.181,0.00,0.01,0.01
1.198,0.00,0.01,0.00
1.214,0.01,0.01,0.01
1.231,0.01,0.01,0.00
1.247,0.01,0.01,0.01
1.264,0.01,0.01,0.00
1.281,0.00,0.03,1.30
1.298,-0.04,-0.02,2.14
1.314,0.06,0.11,1.52
1.331,-0.06,-0.13,2.10
1.348,0.06,0.09,1.26
1.364,-0.04,-0.07,2.23
1.381,0.03,0.08,1.15
1.398,-0.00,0.02,2.29
1.414,-0.01,0.08,1.24
1.431,0.04,0.05,2.23
1.448,-0.04,0.03,1.50
1.464,0.08,0.07,2.08
1.481,-0.08,-0.06,1.77
1.498,0.10,0.10,1.66
1.514,-0.09,-0.11,2.05
1.531,0.09,0.09,1.36
1.548,-0.08,-0.10,2.23
1.564,0.06,0.07,1.11
1.581,-0.03,-0.00,2.32
1.598,0.02,0.07,1.18
1.614,0.04,0.06,2.30
1.631,-0.05,0.02,1.38
1.648,0.10,0.10,2.13
1.664,-0.11,-0.04,1.71
1.681,0.13,0.11,1.79
1.698,-0.14,-0.10,1.98
1.714,0.13,0.10,1.42
1.731,-0.12,-0.11,2.16
1.748,0.08,0.07,1.18
1.764,-0.04,-0.02,2.30
1.781,0.02,0.07,1.12
1.798,0.05,0.06,2.33
1.814,-0.07,0.01,1.31
1.831,0.12,0.10,2.23
1.848,-0.14,-0.06,1.60
1.864,-0.16,-0.10,1.93
1.898,0.12,0.10,1.49
1.914,0.06,0.07,1.18
1.931,-0.01,-0.01,2.30
1.964,0.10,0.07,2.33
1.981,-0.11,0.00,1.25
1.998,0.16,0.09,2.25
2.014,-0.16,-0.05,1.52
2.031,0.15,0.11,2.06
2.048,-0.13,-0.08,1.78
2.064,0.08,0.10,1.62
2.081,-0.05,-0.07,2.08
2.098,-0.01,0.06,1.27
2.114,0.06,-0.02,2.27
2.131,-0.09,0.05,1.11
2.148,0.14,0.03,2.31
2.164,-0.13,0.03,1.18
2.180,0.16,0.06,2.35
2.198,-0.14,-0.00,1.38
2.214,0.13,0.08,2.16
2.231,-0.10,-0.03,1.68
2.248,0.05,0.07,1.79
2.264,-0.01,-0.04,1.96
2.281,-0.03,0.05,1.35
2.298,0.07,-0.02,2.23
2.314,-0.10,0.04,1.12
2.331,0.14,0.01,2.34
2.348,-0.13,0.05,1.12
2.364,0.14,0.03,2.34
2.381,-0.12,0.02,1.33
2.398,0.10,0.05,2.20
2.415,-0.07,-0.01,1.64
2.431,0.04,0.07,1.80
2.448,-0.00,-0.03,1.96
2.464,-0.04,0.06,1.45
2.481,0.07,-0.03,2.17
2.498,-0.08,0.05,1.14
