time,ax,ay,az,wx,wy,wz
2025-01-27T11:03:30.155Z,-0.0802,0.1032,-0.0363,-0.0021,0.0081,-0.0007
2025-01-27T11:03:30.166Z,0.0167,-0.0439,0.0351,0.0015,-0.0006,0.0101
2025-01-27T11:03:30.176Z,0.0905,-0.0618,-0.0374,-0.0026,-0.0054,0.0174
2025-01-27T11:03:30.186Z,-0.1586,0.0775,0.0412,-0.0013,0.0056,-0.0123
2025-01-27T11:03:30.196Z,0.1234,-0.0592,-0.0489,0.0062,-0.0110,0.0089
2025-01-27T11:03:30.206Z,-0.0041,-0.0147,0.0283,-0.0051,0.0013,0.0054
2025-01-27T11:03:30.217Z,-0.0685,0.0347,-0.0065,0.0002,-0.0048,-0.0037
2025-01-27T11:03:30.226Z,0.0672,-0.0224,-0.0396,0.0050,-0.0015,0.0101
2025-01-27T11:03:30.236Z,-0.0242,-0.0151,0.0334,-0.0021,-0.0060,0.0054
2025-01-27T11:03:30.246Z,-0.0149,0.0167,-0.0009,-0.0021,0.0010,-0.0087
2025-01-27T11:03:30.256Z,0.0330,-0.0188,-0.0118,0.0012,-0.0018,0.0055
2025-01-27T11:03:30.267Z,0.0338,-0.0223,0.0095,-0.0024,-0.0038,0.0162
2025-01-27T11:03:30.276Z,-0.0410,0.0284,0.0026,-0.0036,0.0004,-0.0113
2025-01-27T11:03:30.286Z,0.0343,-0.0108,-0.0294,0.0009,0.0019,-0.0055
2025-01-27T11:03:30.296Z,0.0625,-0.0387,0.0119,0.0016,-0.0072,0.0254
2025-01-27T11:03:30.306Z,-0.0700,0.0570,0.0062,-0.0031,-0.0044,-0.0204
2025-01-27T11:03:30.317Z,0.0268,-0.0071,-0.0089,0.0018,-0.0007,0.0069
2025-01-27T11:03:30.326Z,0.0781,-0.0350,-0.0366,0.0021,-0.0070,0.0212
2025-01-27T11:03:30.336Z,-0.1315,0.0473,0.0340,-0.0051,0.0020,-0.0251
2025-01-27T11:03:30.346Z,0.0837,-0.0471,-0.0269,0.0016,-0.0037,0.0196
2025-01-27T11:03:30.356Z,0.0396,-0.0201,-0.0152,0.0030,-0.0098,0.0070
2025-01-27T11:03:30.367Z,-0.1317,0.0530,0.0303,-0.0068,0.0062,-0.0151
2025-01-27T11:03:30.376Z,0.1390,-0.0564,-0.0534,0.0047,-0.0119,0.0283
2025-01-27T11:03:30.386Z,-0.0597,0.0271,0.0117,0.0000,0.0007,-0.0075
2025-01-27T11:03:30.396Z,-0.0428,-0.0080,0.0360,-0.0043,-0.0004,-0.0032
2025-01-27T11:03:30.406Z,0.1337,-0.0503,-0.0303,0.0019,-0.0098,0.0211
2025-01-27T11:03:30.416Z,-0.1128,0.0535,0.0430,0.0002,0.0021,-0.0101
2025-01-27T11:03:30.426Z,0.0434,-0.0361,-0.0196,0.0016,-0.0050,0.0016
2025-01-27T11:03:30.436Z,0.0410,-0.0348,-0.0230,0.0018,-0.0037,0.0064
2025-01-27T11:03:30.446Z,-0.0877,0.0291,0.0259,-0.0034,-0.0003,-0.0077
2025-01-27T11:03:30.456Z,0.0531,-0.0349,-0.0139,-0.0023,-0.0033,0.0033
2025-01-27T11:03:30.467Z,0.0067,-0.0138,-0.0115,-0.0004,-0.0028,0.0067
2025-01-27T11:03:30.476Z,-0.0378,0.0172,0.0062,-0.0000,-0.0022,0.0068
2025-01-27T11:03:30.487Z,0.0122,-0.0101,-0.0067,-0.0013,-0.0014,-0.0086
2025-01-27T11:03:30.496Z,0.0076,-0.0240,0.0030,0.0004,-0.0008,0.0153
2025-01-27T11:03:30.506Z,0.0019,0.0328,-0.0115,-0.0002,-0.0043,-0.0023
2025-01-27T11:03:30.517Z,-0.0167,0.0117,0.0234,-0.0019,0.0031,-0.0056
2025-01-27T11:03:30.526Z,0.0867,-0.0266,-0.0315,0.0025,-0.0126,0.0186
2025-01-27T11:03:30.537Z,-0.0854,0.0346,0.0110,-0.0006,0.0075,-0.0138
2025-01-27T11:03:30.546Z,0.0263,-0.0562,0.0176,0.0013,-0.0089,0.0042
2025-01-27T11:03:30.556Z,0.0548,-0.0070,-0.0294,0.0006,-0.0043,0.0067
2025-01-27T11:03:30.566Z,-0.0880,0.0355,0.0424,-0.0057,0.0030,-0.0110
2025-01-27T11:03:30.576Z,0.0880,-0.0558,-0.0326,0.0011,-0.0038,0.0145
2025-01-27T11:03:30.587Z,-0.0257,0.0107,0.0075,-0.0009,-0.0007,0.0066
