time,ax,ay,az,wx,wy,wz
2025-01-27T11:03:30.596Z,-0.0356,0.0166,-0.0109,-0.0005,-0.0032,-0.0096
2025-01-27T11:03:30.606Z,0.0617,-0.0443,0.0036,-0.0014,-0.0014,0.0069
2025-01-27T11:03:30.616Z,-0.0191,0.0175,-0.0089,-0.0001,-0.0001,0.0022
2025-01-27T11:03:30.626Z,-0.0062,0.0099,-0.0050,-0.0007,-0.0057,-0.0047
2025-01-27T11:03:30.636Z,0.0272,0.0029,-0.0212,0.0028,-0.0011,0.0056
2025-01-27T11:03:30.646Z,-0.0056,-0.0081,0.0089,-0.0006,-0.0063,-0.0004
2025-01-27T11:03:30.656Z,-0.0137,0.0227,-0.0041,-0.0007,-0.0026,0.0016
2025-01-27T11:03:30.666Z,0.0257,-0.0091,-0.0041,0.0021,-0.0028,-0.0043
2025-01-27T11:03:30.676Z,0.0228,-0.0075,-0.0088,0.0005,-0.0022,0.0054
2025-01-27T11:03:30.687Z,0.0083,-0.0096,0.0010,-0.0005,-0.0060,0.0167
2025-01-27T11:03:30.696Z,-0.0219,0.0204,-0.0064,-0.0003,-0.0022,-0.0066
2025-01-27T11:03:30.706Z,-0.0061,-0.0129,0.0008,0.0007,0.0013,0.0011
2025-01-27T11:03:30.716Z,0.0457,-0.0289,-0.0306,-0.0024,-0.0085,0.0102
2025-01-27T11:03:30.726Z,-0.0771,0.0382,0.0098,-0.0028,0.0036,-0.0105
2025-01-27T11:03:30.737Z,0.0552,-0.0178,0.0063,0.0016,-0.0054,0.0186
2025-01-27T11:03:30.746Z,0.0154,-0.0111,-0.0050,-0.0005,-0.0026,0.0136
2025-01-27T11:03:30.756Z,-0.0671,0.0365,0.0268,-0.0008,0.0020,-0.0196
2025-01-27T11:03:30.766Z,0.0918,-0.0596,-0.0366,0.0017,-0.0041,0.0198
2025-01-27T11:03:30.776Z,-0.0138,0.0040,-0.0019,0.0005,-0.0019,-0.0058
2025-01-27T11:03:30.787Z,-0.0691,0.0396,0.0057,-0.0017,0.0043,-0.0105
2025-01-27T11:03:30.796Z,0.1172,-0.0475,-0.0348,0.0037,-0.0097,0.0253
2025-01-27T11:03:30.806Z,-0.0729,0.0470,0.0158,-0.0040,0.0001,-0.0103
2025-01-27T11:03:30.817Z,-0.0089,-0.0297,0.0252,-0.0022,0.0017,-0.0061
2025-01-27T11:03:30.826Z,0.1041,-0.0455,-0.0580,0.0041,-0.0078,0.0185
2025-01-27T11:03:30.837Z,-0.1177,0.0552,0.0328,-0.0025,0.0025,-0.0155
2025-01-27T11:03:30.846Z,0.0647,-0.0018,-0.0176,0.0016,-0.0023,0.0045
2025-01-27T11:03:30.856Z,0.0657,-0.0292,-0.0217,0.0032,-0.0058,0.0208
2025-01-27T11:03:30.867Z,-0.0837,0.0488,0.0204,-0.0009,-0.0001,-0.0178
2025-01-27T11:03:30.876Z,0.0417,-0.0241,-0.0073,-0.0004,0.0034,0.0031
2025-01-27T11:03:30.887Z,0.0575,-0.0104,-0.0166,0.0032,-0.0100,0.0131
2025-01-27T11:03:30.896Z,-0.0967,0.0473,0.0174,-0.0009,0.0043,-0.0120
2025-01-27T11:03:30.906Z,0.0794,-0.0499,-0.0208,0.0015,-0.0027,0.0125
2025-01-27T11:03:30.917Z,0.0298,-0.0004,-0.0193,0.0002,-0.0051,0.0055
2025-01-27T11:03:30.926Z,-0.0804,0.0530,0.0099,-0.0032,0.0057,-0.0100
2025-01-27T11:03:30.937Z,0.1023,-0.0435,-0.0312,0.0034,-0.0060,0.0179
2025-01-27T11:03:30.946Z,-0.0400,0.0174,0.0144,-0.0020,-0.0003,0.0017
2025-01-27T11:03:30.956Z,-0.0532,0.0063,0.0044,-0.0021,-0.0010,-0.0099
2025-01-27T11:03:30.967Z,0.0997,-0.0502,-0.0344,0.0016,-0.0059,0.0215
2025-01-27T11:03:30.976Z,-0.0333,0.0335,0.0045,-0.0000,-0.0049,-0.0074
2025-01-27T11:03:30.987Z,-0.0255,0.0210,-0.0092,-0.0024,0.0034,-0.0066
2025-01-27T11:03:30.996Z,0.0930,-0.0719,-0.0088,0.0022,-0.0095,0.0298
2025-01-27T11:03:31.006Z,-0.0953,0.0742,-0.0176,-0.0014,-0.0015,-0.0182
2025-01-27T11:03:31.017Z,-0.0031,-0.0132,0.0114,-0.0017,0.0010,0.0033
2025-01-27T11:03:31.026Z,0.1085,-0.0502,-0.0469,0.0045,-0.0109,0.0177
2025-01-27T11:03:31.037Z,-0.1387,0.0572,0.0349,-0.0035,0.0080,-0.0155
2025-01-27T11:03:31.046Z,0.0829,-0.0377,-0.0354,-0.0021,-0.0100,0.0010
2025-01-27T11:03:31.056Z,0.0090,0.0013,-0.0243,0.0009,0.0006,0.0224
2025-01-27T11:03:31.067Z,-0.0864,0.0462,0.0300,-0.0016,-0.0060,-0.0124
2025-01-27T11:03:31.076Z,0.0305,-0.0156,-0.0309,0.0017,0.0035,0.0054
2025-01-27T11:03:31.087Z,0.0534,-0.0314,0.0065,-0.0006,-0.0126,0.0225
2025-01-27T11:03:31.096Z,-0.0831,0.0888,-0.0047,-0.0058,0.0039,-0.0314
2025-01-27T11:03:31.107Z,0.0630,-0.0544,0.0203,0.0009,-0.0008,0.0160
2025-01-27T11:03:31.117Z,0.0711,-0.0178,-0.0399,0.0011,-0.0074,0.0186
2025-01-27T11:03:31.126Z,-0.1620,0.0674,0.0724,-0.0068,0.0051,-0.0187
2025-01-27T11:03:31.137Z,0.1368,-0.0449,-0.0676,0.0028,-0.0122,0.0059
2025-01-27T11:03:31.146Z,-0.0150,-0.0067,0.0234,0.0009,0.0023,0.0137
2025-01-27T11:03:31.156Z,-0.0643,0.0296,0.0144,-0.0014,-0.0083,-0.0183
2025-01-27T11:03:31.167Z,0.0483,-0.0291,-0.0390,0.0026,0.0063,0.0169
2025-01-27T11:03:31.176Z,0.0116,-0.0234,-0.0005,-0.0018,-0.0084,0.0088
2025-01-27T11:03:31.188Z,0.0497,-0.0415,-0.0106,-0.0047,0.0044,-0.0093
2025-01-27T11:03:31.196Z,0.0497,-0.0415,-0.0106,0.0024,-0.0081,0.0056
2025-01-27T11:03:31.206Z,0.0066,0.0032,-0.0164,-0.0013,0.0009,0.0113
2025-01-27T11:03:31.216Z,-0.0812,0.0405,0.0357,-0.0059,-0.0032,-0.0075
2025-01-27T11:03:31.227Z,-0.0334,-0.0014,0.0246,0.0022,-0.0032,0.0119
2025-01-27T11:03:31.237Z,-0.0248,0.0133,-0.0124,0.0013,-0.0022,0.0065
2025-01-27T11:03:31.247Z,0.0420,-0.0356,-0.0157,-0.0050,-0.0035,-0.0146
2025-01-27T11:03:31.256Z,0.0420,-0.0356,-0.0157,0.0020,-0.0043,0.0199
2025-01-27T11:03:31.267Z,-0.0434,0.0058,0.0276,0.0019,-0.0067,-0.0076
2025-01-27T11:03:31.277Z,0.1098,-0.0494,-0.0435,-0.0014,0.0047,-0.0023
2025-01-27T11:03:31.287Z,-0.0895,0.0445,0.0180,0.0020,-0.0117,0.0187
2025-01-27T11:03:31.297Z,0.0395,-0.0255,-0.0022,-0.0010,0.0041,-0.0086
2025-01-27T11:03:31.308Z,0.0388,-0.0090,-0.0425,-0.0011,-0.0069,0.0034
2025-01-27T11:03:31.317Z,-0.0855,0.0217,0.0288,0.0035,-0.0001,0.0054
2025-01-27T11:03:31.327Z,0.0610,-0.0373,-0.0330,-0.0024,-0.0020,-0.0043
2025-01-27T11:03:31.337Z,-0.0290,-0.0017,0.0170,0.0010,-0.0046,0.0036
2025-01-27T11:03:31.346Z,-0.0019,-0.0057,-0.0116,-0.0018,0.0022,0.0047
2025-01-27T11:03:31.357Z,0.0105,-0.0020,-0.0121,-0.0009,-0.0032,0.0079
2025-01-27T11:03:31.367Z,0.0049,0.0029,-0.0125,-0.0013,-0.0001,-0.0043
2025-01-27T11:03:31.376Z,0.0069,-0.0145,-0.0071,0.0023,0.0008,0.0043
2025-01-27T11:03:31.387Z,-0.0261,0.0006,-0.0062,-0.0011,-0.0028,0.0074
2025-01-27T11:03:31.396Z,0.0263,-0.0090,-0.0229,-0.0008,-0.0011,-0.0035
2025-01-27T11:03:31.407Z,0.0277,-0.0294,0.0095,0.0015,-0.0005,-0.0012
2025-01-27T11:03:31.417Z,-0.0431,0.0363,-0.0101,-0.0010,-0.0034,0.0130
2025-01-27T11:03:31.426Z,0.0245,-0.0126,-0.0009,-0.0001,-0.0012,-0.0087
2025-01-27T11:03:31.437Z,0.0447,-0.0191,-0.0269,0.0022,0.0019,0.0085
2025-01-27T11:03:31.446Z,-0.0883,0.0493,0.0285,0.0006,-0.0081,0.0126
2025-01-27T11:03:31.457Z,0.0804,-0.0213,-0.0181,-0.0029,0.0043,-0.0111
2025-01-27T11:03:31.467Z,0.0024,-0.0027,-0.0115,0.0025,-0.0085,0.0157
2025-01-27T11:03:31.476Z,-0.0750,0.0400,0.0153,0.0013,-0.0047,0.0057
2025-01-27T11:03:31.487Z,0.1121,-0.0771,-0.0247,-0.0018,0.0027,-0.0165
2025-01-27T11:03:31.496Z,-0.0249,0.0202,-0.0004,0.0024,-0.0052,0.0166
2025-01-27T11:03:31.506Z,-0.0551,0.0337,0.0090,0.0012,-0.0024,0.0089
2025-01-27T11:03:31.517Z,0.0874,-0.0379,-0.0431,-0.0036,-0.0016,-0.0122
2025-01-27T11:03:31.526Z,-0.0111,-0.0111,-0.0009,0.0016,-0.0038,0.0083
2025-01-27T11:03:31.537Z,-0.0384,0.0245,-0.0019,-0.0019,-0.0073,0.0051
2025-01-27T11:03:31.546Z,0.0470,-0.0230,-0.0128,-0.0012,-0.0001,-0.0122
2025-01-27T11:03:31.556Z,-0.0027,0.0133,-0.0034,0.0006,-0.0048,0.0070
2025-01-27T11:03:31.567Z,-0.0287,0.0216,0.0108,0.0005,-0.0026,0.0062
2025-01-27T11:03:31.576Z,0.0561,-0.0142,-0.0124,-0.0006,0.0014,-0.0062
2025-01-27T11:03:31.587Z,0.0000,-0.0198,-0.0083,0.0006,-0.0044,-0.0004
2025-01-27T11:03:31.596Z,-0.0131,0.0166,-0.0007,-0.0012,0.0008,0.0124
2025-01-27T11:03:31.606Z,-0.0075,-0.0039,-0.0202,-0.0043,-0.0073,0.0023
2025-01-27T11:03:31.617Z,0.0286,-0.0245,-0.0091,0.0002,-0.0015,0.0034
2025-01-27T11:03:31.626Z,-0.0194,0.0107,-0.0107,-0.0006,-0.0050,0.0078
2025-01-27T11:03:31.638Z,0.0051,0.0009,-0.0070,0.0049,-0.0045,0.0048
2025-01-27T11:03:31.646Z,0.0194,-0.0256,-0.0021,0.0049,-0.0045,0.0048
2025-01-27T11:03:31.656Z,-0.0226,0.0043,0.0168,-0.0014,-0.0020,0.0046
2025-01-27T11:03:31.667Z,0.0132,0.0024,-0.0185,0.0021,0.0001,0.0074
2025-01-27T11:03:31.676Z,0.0139,0.0016,-0.0083,0.0021,0.0001,0.0074
2025-01-27T11:03:31.687Z,-0.0000,-0.0008,0.0036,-0.0014,0.0004,0.0027
2025-01-27T11:03:31.697Z,0.0004,-0.0051,-0.0062,0.0017,-0.0068,0.0037
2025-01-27T11:03:31.706Z,-0.0401,0.0157,-0.0169,0.0017,-0.0068,0.0037
2025-01-27T11:03:31.717Z,0.0289,-0.0209,-0.0031,-0.0031,-0.0048,0.0152
2025-01-27T11:03:31.727Z,0.0083,0.0052,-0.0368,0.0014,-0.0059,-0.0033
2025-01-27T11:03:31.737Z,-0.0420,-0.0007,0.0024,-0.0031,0.0013,0.0018
2025-01-27T11:03:31.746Z,0.0614,-0.0402,-0.0263,-0.0014,-0.0056,0.0124
2025-01-27T11:03:31.757Z,-0.0611,0.0300,0.0048,-0.0030,0.0009,-0.0083
2025-01-27T11:03:31.767Z,0.0037,-0.0177,-0.0067,-0.0020,-0.0008,0.0041
2025-01-27T11:03:31.776Z,0.0359,-0.0232,-0.0167,0.0032,-0.0027,0.0150
2025-01-27T11:03:31.787Z,-0.0798,0.0479,0.0002,-0.0004,-0.0006,-0.0119
2025-01-27T11:03:31.797Z,0.0697,-0.0450,-0.0148,0.0038,-0.0074,0.0112
2025-01-27T11:03:31.807Z,0.0136,-0.0041,-0.0175,-0.0012,-0.0063,0.0143
2025-01-27T11:03:31.817Z,-0.0910,0.0447,0.0113,-0.0022,0.0047,-0.0246
2025-01-27T11:03:31.826Z,0.0970,-0.0484,-0.0193,0.0025,-0.0043,0.0133
2025-01-27T11:03:31.837Z,-0.0070,-0.0046,-0.0160,0.0021,-0.0011,0.0043
2025-01-27T11:03:31.846Z,-0.0933,0.0252,0.0303,-0.0022,-0.0006,-0.0166
2025-01-27T11:03:31.857Z,0.1337,-0.0550,-0.0411,0.0024,-0.0040,0.0240
2025-01-27T11:03:31.867Z,-0.0280,0.0077,0.0102,-0.0034,-0.0056,0.0048
2025-01-27T11:03:31.876Z,-0.0876,0.0541,0.0149,-0.0016,0.0058,-0.0178
2025-01-27T11:03:31.887Z,0.1279,-0.0984,-0.0265,0.0074,0.0148,0.2598
2025-01-27T11:03:31.896Z,-0.0549,0.0773,0.0097,0.0102,0.0080,1.5877
2025-01-27T11:03:31.907Z,-1.8568,1.7364,-0.0864,0.0046,-0.1221,0.8232
2025-01-27T11:03:31.916Z,-1.5579,0.6179,0.3135,-0.0220,0.1857,0.3808
2025-01-27T11:03:31.926Z,3.1848,-1.9980,-0.3704,0.0494,-0.0911,1.4479
2025-01-27T11:03:31.937Z,-1.2544,1.0309,-0.0593,-0.0038,-0.0697,0.8399
2025-01-27T11:03:31.946Z,-2.0870,0.7665,0.5970,-0.0382,0.1255,0.2993
2025-01-27T11:03:31.956Z,3.3084,-1.7523,-0.7368,0.0608,-0.0381,1.2527
2025-01-27T11:03:31.966Z,-0.9478,0.5797,0.2442,-0.0082,-0.0502,1.2874
2025-01-27T11:03:31.976Z,-2.3857,1.3271,0.2972,-0.0157,0.0668,0.3752
2025-01-27T11:03:31.988Z,2.2440,-1.4311,-0.3651,0.0282,0.0168,0.9306
2025-01-27T11:03:31.996Z,0.6495,-0.3663,-0.0765,0.0189,-0.0698,1.4185
2025-01-27T11:03:32.006Z,-2.4460,1.4833,0.3321,-0.0236,0.0257,0.4269
2025-01-27T11:03:32.017Z,0.9364,-0.7383,-0.1490,0.0202,0.0967,0.6469
2025-01-27T11:03:32.026Z,1.9100,-1.0803,-0.2481,0.0306,-0.0881,1.2903
2025-01-27T11:03:32.037Z,-2.1450,1.2229,0.3467,-0.0196,0.0303,0.9166
2025-01-27T11:03:32.046Z,-0.3244,0.2689,-0.0934,0.0090,0.0138,0.5833
2025-01-27T11:03:32.056Z,1.6523,-1.0751,-0.1951,0.0296,0.0002,1.0567
2025-01-27T11:03:32.066Z,-0.6144,0.3066,0.1675,-0.0096,-0.0249,1.1456
2025-01-27T11:03:32.076Z,-1.0438,0.7855,-0.0198,-0.0008,0.0250,0.5435
2025-01-27T11:03:32.087Z,0.9244,-0.7290,-0.0447,0.0258,0.0517,0.8154
2025-01-27T11:03:32.096Z,0.8029,-0.5494,-0.0914,0.0038,-0.0534,1.1030
2025-01-27T11:03:32.106Z,-1.3699,0.8438,0.1935,-0.0044,0.0433,0.9331
2025-01-27T11:03:32.116Z,0.0407,0.0752,-0.1331,0.0216,-0.0167,0.7186
2025-01-27T11:03:32.126Z,0.6910,-0.5997,-0.0008,0.0103,0.0307,0.9245
2025-01-27T11:03:32.137Z,-0.1732,0.0514,0.0531,-0.0032,-0.0196,1.0982
2025-01-27T11:03:32.146Z,-0.5273,0.4963,-0.0737,0.0121,0.0002,0.7288
2025-01-27T11:03:32.156Z,0.1109,-0.2699,0.0787,0.0144,0.0507,0.7275
2025-01-27T11:03:32.166Z,0.9766,-0.6680,-0.1168,0.0032,-0.0470,0.9469
2025-01-27T11:03:32.176Z,-0.7086,0.4905,0.0764,0.0031,0.0337,1.0751
2025-01-27T11:03:32.187Z,-0.4503,0.3846,-0.0504,0.0129,-0.0349,0.7687
2025-01-27T11:03:32.196Z,0.2871,-0.2782,-0.0019,0.0014,0.0553,0.7807
2025-01-27T11:03:32.206Z,0.5258,-0.4031,-0.0191,0.0044,-0.0300,1.1874
2025-01-27T11:03:32.216Z,-0.5842,0.5881,-0.0679,0.0091,-0.0150,0.8367
2025-01-27T11:03:32.226Z,-0.5304,0.0962,0.1700,0.0078,0.0684,0.5736
2025-01-27T11:03:32.237Z,1.5600,-1.0098,-0.1875,0.0018,-0.0387,1.0300
2025-01-27T11:03:32.246Z,-0.6206,0.4758,0.0382,0.0105,0.0070,1.1566
2025-01-27T11:03:32.256Z,-1.1331,0.7349,0.0824,0.0112,0.0030,0.6612
2025-01-27T11:03:32.267Z,0.8605,-0.6692,-0.0807,0.0054,0.0431,0.8632
2025-01-27T11:03:32.276Z,0.5373,-0.3260,-0.0413,0.0061,-0.0352,1.1101
2025-01-27T11:03:32.287Z,-0.9213,0.6709,0.0499,0.0116,0.0117,0.8288
2025-01-27T11:03:32.296Z,-0.0051,-0.0935,0.0069,0.0050,0.0166,0.6438
2025-01-27T11:03:32.306Z,0.9896,-0.7412,-0.0608,0.0019,-0.0178,0.9184
2025-01-27T11:03:32.317Z,-0.4599,0.3972,-0.0154,0.0123,0.0148,1.0583
2025-01-27T11:03:32.326Z,-0.5872,0.3651,0.0702,0.0077,-0.0131,0.8341
2025-01-27T11:03:32.337Z,0.1890,-0.1519,-0.0560,0.0070,0.0408,0.7641
2025-01-27T11:03:32.346Z,0.5206,-0.4451,0.0118,0.0066,-0.0029,1.0978
2025-01-27T11:03:32.356Z,-0.3177,0.3687,-0.0626,0.0079,-0.0291,0.9816
2025-01-27T11:03:32.367Z,-0.7211,0.3308,0.1018,0.0131,0.0400,0.5367
2025-01-27T11:03:32.376Z,1.1227,-0.8392,-0.0836,-0.0045,-0.0066,0.8661
2025-01-27T11:03:32.387Z,0.1263,0.0857,-0.0728,0.0086,-0.0028,1.1386
2025-01-27T11:03:32.396Z,-1.1507,0.7143,0.1380,0.0165,-0.0041,0.8516
2025-01-27T11:03:32.406Z,0.2128,-0.1418,-0.0590,0.0069,0.0357,0.7374
2025-01-27T11:03:32.417Z,0.7864,-0.6507,0.0100,0.0009,-0.0118,1.0501
2025-01-27T11:03:32.426Z,-0.3759,0.4247,-0.0734,0.0134,-0.0222,1.0436
2025-01-27T11:03:32.437Z,-0.7826,0.3741,0.1275,0.0133,0.0263,0.5148
2025-01-27T11:03:32.446Z,0.9509,-0.7812,-0.0552,-0.0048,0.0228,0.8152
2025-01-27T11:03:32.456Z,0.4891,-0.1416,-0.1173,0.0047,-0.0213,1.2198
2025-01-27T11:03:32.466Z,-1.3294,0.9051,0.1005,0.0214,-0.0005,0.8270
2025-01-27T11:03:32.476Z,0.0121,-0.1957,0.0311,-0.0009,0.0524,0.7199
2025-01-27T11:03:32.487Z,1.1706,-0.7987,-0.0517,-0.0133,-0.0319,1.0897
2025-01-27T11:03:32.496Z,-0.6961,0.6522,-0.0543,0.0203,-0.0057,1.0207
2025-01-27T11:03:32.506Z,-0.6821,0.3200,0.1158,0.0172,0.0184,0.5780
2025-01-27T11:03:32.516Z,1.0384,-0.8387,-0.0290,-0.0130,0.0228,0.8270
2025-01-27T11:03:32.526Z,0.2352,-0.0187,-0.1118,0.0137,-0.0157,1.1235
2025-01-27T11:03:32.537Z,-0.9823,0.6904,0.0950,0.0217,-0.0052,0.9298
2025-01-27T11:03:32.546Z,-0.0942,-0.0642,0.0215,-0.0062,0.0173,0.7236
2025-01-27T11:03:32.556Z,0.7768,-0.5631,-0.0570,0.0042,-0.0051,0.9150
2025-01-27T11:03:32.566Z,-0.1162,0.2040,-0.0756,0.0184,-0.0036,1.0924
2025-01-27T11:03:32.576Z,-0.6823,0.3512,0.1011,0.0075,-0.0081,0.6931
2025-01-27T11:03:32.587Z,0.3041,-0.3258,-0.0130,0.0014,0.0537,0.7060
2025-01-27T11:03:32.596Z,0.8346,-0.4916,-0.0955,0.0030,-0.0267,1.0619
2025-01-27T11:03:32.606Z,-0.7090,0.5495,0.0238,0.0182,-0.0033,1.0613
2025-01-27T11:03:32.617Z,-0.7051,0.3648,0.0574,0.0099,0.0111,0.6411
2025-01-27T11:03:32.626Z,0.8539,-0.6841,-0.0240,-0.0067,0.0208,0.8924
2025-01-27T11:03:32.637Z,0.3050,0.0116,-0.1267,0.0082,-0.0277,1.1680
2025-01-27T11:03:32.646Z,-1.0499,0.6799,0.1232,0.0281,0.0023,0.6923
2025-01-27T11:03:32.656Z,0.2336,-0.4136,0.0422,0.0034,0.0550,0.6616
2025-01-27T11:03:32.666Z,1.1990,-0.7189,-0.1071,-0.0142,-0.0356,1.0910
2025-01-27T11:03:32.676Z,-0.8819,0.7779,-0.0291,0.0357,-0.0019,1.0858
2025-01-27T11:03:32.687Z,-0.8148,0.3535,0.1268,0.0137,0.0110,0.6056
2025-01-27T11:03:32.696Z,0.9415,-0.7545,-0.0237,-0.0191,0.0381,0.8646
2025-01-27T11:03:32.706Z,0.4406,-0.0399,-0.1397,0.0137,-0.0234,1.2390
2025-01-27T11:03:32.716Z,-1.1308,0.8544,0.0856,0.0288,-0.0132,0.7010
2025-01-27T11:03:32.726Z,0.0202,-0.4192,0.1062,-0.0013,0.0765,0.6241
2025-01-27T11:03:32.737Z,1.5300,-0.8973,-0.1712,-0.0272,-0.0536,1.0748
2025-01-27T11:03:32.746Z,-0.9192,0.8885,-0.0477,0.0423,0.0088,1.0729
2025-01-27T11:03:32.756Z,-0.8959,0.3033,0.1516,0.0143,0.0032,0.6841
2025-01-27T11:03:32.767Z,0.9251,-0.7177,-0.0222,-0.0309,0.0346,0.8826
2025-01-27T11:03:32.776Z,0.2368,0.0374,-0.1480,0.0218,-0.0125,1.0910
2025-01-27T11:03:32.787Z,-0.7284,0.5641,0.0721,0.0260,-0.0101,0.8248
2025-01-27T11:03:32.796Z,-0.0483,-0.3069,0.1083,-0.0121,0.0368,0.6991
2025-01-27T11:03:32.806Z,0.8975,-0.5018,-0.1362,-0.0028,-0.0265,0.8957
2025-01-27T11:03:32.817Z,-0.3247,0.4265,-0.0622,0.0321,0.0185,1.0783
2025-01-27T11:03:32.826Z,-0.6120,0.2268,0.1339,0.0060,-0.0163,0.8854
2025-01-27T11:03:32.837Z,0.0910,-0.0584,-0.0297,-0.0028,0.0340,0.7008
2025-01-27T11:03:32.846Z,0.6309,-0.4531,-0.0543,0.0170,0.0168,1.1218
2025-01-27T11:03:32.856Z,-0.1367,0.3277,-0.0373,-0.0053,-0.0638,0.9925
2025-01-27T11:03:32.867Z,-1.0488,0.4536,0.1316,0.0319,0.0635,0.4966
2025-01-27T11:03:32.876Z,1.2925,-1.0559,-0.0409,-0.0259,-0.0068,0.8692
2025-01-27T11:03:32.887Z,0.3126,0.2161,-0.1519,0.0008,-0.0120,1.1800
2025-01-27T11:03:32.896Z,-1.4787,0.8195,0.1123,0.0539,0.0013,0.8132
2025-01-27T11:03:32.906Z,0.3268,-0.3542,0.0406,-0.0216,0.0292,0.7190
2025-01-27T11:03:32.916Z,0.9226,-0.6637,-0.0408,-0.0100,0.0014,1.1159
2025-01-27T11:03:32.926Z,-0.5291,0.7283,-0.1600,0.0346,-0.0403,0.9808
2025-01-27T11:03:32.937Z,-0.7701,0.1937,0.2172,0.0206,0.0394,0.5213
