time,ax,ay,az,wx,wy,wz
2025-01-27T11:04:39.399Z,-0.0395,-0.0293,0.0444,0.0095,0.0025,0.0149
2025-01-27T11:04:39.408Z,-0.0347,0.1003,-0.0507,0.0045,0.0033,0.0014
2025-01-27T11:04:39.419Z,0.0454,-0.0217,0.0119,0.0094,-0.0084,0.0107
2025-01-27T11:04:39.428Z,-0.0376,-0.0267,0.0246,-0.0118,0.0009,-0.0078
2025-01-27T11:04:39.439Z,0.0303,0.0390,-0.0419,0.0008,-0.0027,0.0079
2025-01-27T11:04:39.449Z,0.0285,0.0074,-0.0149,0.0073,-0.0028,0.0078
2025-01-27T11:04:39.458Z,-0.0448,-0.0157,0.0515,-0.0082,0.0018,-0.0073
2025-01-27T11:04:39.469Z,0.0814,-0.0083,-0.0586,0.0023,-0.0041,0.0097
2025-01-27T11:04:39.478Z,-0.0550,0.0543,0.0071,0.0057,-0.0012,0.0026
2025-01-27T11:04:39.489Z,-0.0078,-0.0133,0.0231,-0.0063,-0.0032,-0.0082
2025-01-27T11:04:39.499Z,0.0541,-0.0042,-0.0294,-0.0013,-0.0047,0.0159
2025-01-27T11:04:39.508Z,-0.0511,0.0555,0.0010,0.0016,-0.0030,-0.0022
2025-01-27T11:04:39.519Z,0.0172,-0.0263,0.0153,-0.0025,0.0007,0.0020
2025-01-27T11:04:39.528Z,0.0339,0.0050,-0.0323,-0.0025,-0.0076,0.0111
2025-01-27T11:04:39.539Z,-0.0695,0.0577,-0.0071,0.0032,-0.0005,-0.0076
2025-01-27T11:04:39.549Z,0.0352,-0.0559,0.0017,0.0008,-0.0036,0.0060
2025-01-27T11:04:39.558Z,-0.0011,0.0003,-0.0094,-0.0003,-0.0030,0.0056
2025-01-27T11:04:39.569Z,-0.0456,0.0589,-0.0001,-0.0004,0.0021,-0.0046
2025-01-27T11:04:39.578Z,0.0576,-0.0153,-0.0296,-0.0004,-0.0058,0.0102
2025-01-27T11:04:39.591Z,-0.0129,0.0333,-0.0053,-0.0028,0.0012,0.0054
2025-01-27T11:04:39.599Z,-0.0129,0.0333,-0.0053,-0.0016,-0.0028,-0.0060
2025-01-27T11:04:39.608Z,0.0450,-0.0081,-0.0199,-0.0020,-0.0036,0.0081
2025-01-27T11:04:39.619Z,-0.0187,-0.0028,0.0034,-0.0006,-0.0021,-0.0019
2025-01-27T11:04:39.628Z,0.0079,-0.0036,-0.0019,-0.0011,-0.0052,0.0006
2025-01-27T11:04:39.641Z,-0.0323,0.0080,0.0140,0.0007,-0.0025,0.0031
2025-01-27T11:04:39.649Z,-0.0323,0.0080,0.0140,-0.0036,-0.0033,-0.0026
2025-01-27T11:04:39.658Z,0.0076,0.0088,-0.0140,0.0005,-0.0025,0.0022
2025-01-27T11:04:39.670Z,-0.0139,0.0047,0.0108,0.0021,-0.0035,0.0054
2025-01-27T11:04:39.678Z,-0.0139,0.0047,0.0108,-0.0014,-0.0023,-0.0000
2025-01-27T11:04:39.691Z,0.0048,0.0261,0.0039,-0.0020,-0.0010,0.0017
2025-01-27T11:04:39.700Z,-0.0046,0.0010,-0.0038,0.0025,-0.0015,0.0022
2025-01-27T11:04:39.708Z,-0.0046,0.0010,-0.0038,-0.0016,-0.0032,0.0021
2025-01-27T11:04:39.720Z,0.0060,-0.0064,-0.0121,-0.0034,-0.0044,0.0011
2025-01-27T11:04:39.729Z,0.0011,0.0047,-0.0025,-0.0000,0.0001,0.0043
2025-01-27T11:04:39.741Z,-0.0161,0.0105,-0.0014,-0.0013,-0.0053,0.0013
2025-01-27T11:04:39.749Z,0.0107,0.0159,-0.0222,-0.0009,0.0013,-0.0007
2025-01-27T11:04:39.759Z,-0.0182,0.0280,-0.0167,-0.0006,-0.0034,0.0049
2025-01-27T11:04:39.769Z,0.0055,-0.0060,-0.0092,-0.0033,0.0012,-0.0007
2025-01-27T11:04:39.779Z,-0.0171,0.0025,-0.0088,0.0012,-0.0041,0.0033
2025-01-27T11:04:39.790Z,-0.0184,0.0128,0.0129,0.0009,-0.0025,0.0016
2025-01-27T11:04:39.799Z,0.0236,0.0017,-0.0149,-0.0014,-0.0037,0.0026
2025-01-27T11:04:39.809Z,-0.0121,0.0183,-0.0097,-0.0018,-0.0029,0.0036
2025-01-27T11:04:39.819Z,0.0026,0.0037,-0.0043,0.0013,-0.0042,0.0009
2025-01-27T11:04:39.829Z,0.0159,0.0088,0.0053,0.0002,-0.0038,0.0034
2025-01-27T11:04:39.840Z,-0.0251,0.0302,0.0037,-0.0004,-0.0045,0.0038
2025-01-27T11:04:39.849Z,-0.0136,-0.0019,-0.0079,0.0011,-0.0029,0.0030
2025-01-27T11:04:39.859Z,-0.5289,0.5698,-0.0569,0.0092,0.0817,0.8094
2025-01-27T11:04:39.869Z,-2.8625,2.1352,0.0633,0.0048,-0.1245,1.6156
2025-01-27T11:04:39.879Z,1.4142,-1.5155,0.2033,0.0089,0.0451,0.3479
2025-01-27T11:04:39.890Z,2.1532,-0.8407,-0.6669,-0.0192,0.1211,0.7284
2025-01-27T11:04:39.899Z,-3.5921,1.9841,0.6874,0.0561,-0.1646,1.5378
2025-01-27T11:04:39.909Z,1.3044,-1.0479,-0.1745,-0.0234,0.0766,0.4811
2025-01-27T11:04:39.919Z,2.3799,-1.1738,-0.4588,-0.0041,0.0788,0.4693
2025-01-27T11:04:39.928Z,-3.2120,1.8911,0.5490,0.0512,-0.0799,1.6131
2025-01-27T11:04:39.940Z,-0.2174,-0.0019,-0.1113,-0.0236,-0.0318,0.8779
2025-01-27T11:04:39.949Z,2.9066,-1.7121,-0.3286,-0.0039,0.1252,0.3512
2025-01-27T11:04:39.959Z,-1.5722,0.9336,0.2319,0.0515,-0.0318,1.2569
2025-01-27T11:04:39.969Z,-1.6299,0.9787,0.1448,-0.0106,-0.0671,1.1858
2025-01-27T11:04:39.978Z,2.6060,-1.7292,-0.2776,-0.0096,0.0786,0.2750
2025-01-27T11:04:39.989Z,-0.1342,0.1513,0.0004,0.0283,-0.0146,0.8689
2025-01-27T11:04:39.999Z,-2.2621,1.3853,0.2931,0.0159,-0.0392,1.3910
2025-01-27T11:04:40.008Z,1.0818,-0.6292,-0.2746,-0.0204,0.0240,0.6771
2025-01-27T11:04:40.020Z,1.2629,-0.9435,0.0178,0.0171,-0.0357,1.2372
2025-01-27T11:04:40.028Z,-1.5059,1.0288,0.1226,0.0171,-0.0357,1.2372
