time,wx,wy,wz
0.006,-0.03,-0.01,0.01
0.022,-0.02,0.01,-0.00
0.038,0.04,-0.01,0.01
0.055,-0.05,0.01,-0.01
0.072,0.02,-0.00,0.01
0.088,-0.00,0.00,0.00
0.105,-0.03,0.00,0.01
0.122,0.03,-0.00,0.00
0.138,-0.03,0.00,0.01
0.155,-0.00,0.00,0.00
0.172,0.01,-0.00,0.01
0.189,-0.03,0.01,0.00
0.205,0.02,-0.00,0.01
0.222,-0.02,0.00,0.00
0.239,-0.01,0.00,0.01
0.255,0.01,-0.00,0.00
0.272,-0.02,0.00,0.00
0.289,0.00,0.00,0.00
0.305,-0.01,-0.00,0.00
0.322,-0.01,0.00,0.00
0.339,0.01,-0.00,0.01
0.355,-0.02,0.00,0.00
0.372,-0.00,0.00,0.00
0.389,-0.00,0.00,0.00
0.406,-0.01,0.00,0.00
0.422,-0.01,-0.00,0.00
0.450,-0.00,0.00,0.00
0.473,-0.01,-0.00,0.00
0.489,-0.00,0.00,0.01
0.506,-0.01,-0.00,0.00
0.523,-0.00,0.00,0.00
0.539,-0.01,0.00,0.00
0.556,-0.00,0.00,0.00
0.572,-0.01,-0.00,0.00
0.589,-0.01,0.00,0.00
0.606,-0.00,0.00,0.00
0.623,-0.01,0.00,0.00
0.639,-0.01,-0.00,0.00
0.656,-0.00,0.00,0.00
0.673,-0.01,-0.00,0.01
0.689,-0.00,0.00,0.00
0.706,-0.01,-0.00,0.00
0.723,-0.01,0.00,0.00
0.734,-0.01,-0.00,0.00
0.750,-0.00,0.00,0.00
0.767,-0.01,-0.00,0.01
0.784,-0.01,0.00,0.00
0.800,-0.00,-0.00,0.00
0.817,-0.01,-0.00,0.00
0.834,-0.00,0.00,0.00
0.850,-0.00,0.00,0.00
0.867,-0.01,0.00,0.01
0.884,-0.00,-0.00,0.00
0.900,-0.01,0.00,0.00
0.917,-0.01,0.00,0.00
0.933,-0.00,0.00,0.00
0.950,-0.01,0.00,0.00
0.966,-0.00,0.00,0.00
0.984,-0.01,-0.00,0.01
1.000,-0.01,0.00,0.00
1.017,-0.00,-0.00,0.01
1.034,-0.01,0.00,0.00
1.050,-0.01,-0.00,0.22
1.067,0.00,0.01,-0.06
1.084,-0.02,0.00,0.27
1.100,0.02,-0.01,-0.04
1.117,-0.03,0.03,0.16
1.134,0.00,-0.05,0.10
1.150,0.00,0.05,0.02
1.167,-0.03,-0.05,0.17
1.184,0.02,0.03,-0.00
1.200,0.01,0.02,-0.07
1.234,0.01,-0.05,0.50
1.250,-0.01,0.08,0.09
1.267,0.00,-0.04,-0.05
1.300,0.01,-0.03,0.17
1.317,-0.01,0.03,0.02
1.334,-0.02,-0.01,0.22
1.350,0.02,-0.00,0.03
1.367,-0.03,0.01,0.13
1.384,0.01,-0.02,0.13
1.400,0.00,0.01,0.06
1.417,-0.03,-0.01,0.12
1.434,0.02,0.01,0.09
1.450,-0.03,-0.00,0.08
1.467,0.00,0.00,0.10
1.484,0.01,-0.01,0.05
1.500,-0.02,0.00,0.12
1.517,0.01,-0.00,0.03
1.534,-0.02,0.00,0.14
1.550,-0.01,-0.00,0.03
1.567,-0.00,0.02,0.16
1.584,0.02,0.07,0.18
1.600,-0.01,-0.10,-0.07
1.617,-0.01,0.03,0.07
1.634,-0.00,-0.02,-0.04
1.650,-0.02,0.02,0.17
1.667,0.01,-0.02,0.06
1.684,-0.01,0.02,0.10
1.700,-0.00,-0.01,0.13
1.717,0.00,0.01,0.04
1.734,-0.02,-0.00,0.14
1.750,0.01,-0.00,0.08
1.767,-0.01,0.01,0.08
1.784,0.01,0.01,0.11
1.817,-0.02,-0.01,0.08
1.834,-0.00,-0.01,0.08
1.850,-0.01,0.01,0.11
1.884,-0.01,0.01,0.13
1.900,-0.00,-0.00,0.04
1.917,-0.02,0.01,0.34
1.934,0.02,0.07,0.06
1.950,-0.01,0.03,-0.04
1.967,0.00,-0.01,0.05
1.984,-0.00,0.01,-0.01
2.000,-0.02,-0.00,0.15
2.017,0.01,-0.00,0.05
2.034,-0.02,0.01,0.10
2.050,-0.00,-0.01,0.14
2.067,0.00,0.01,0.00
2.084,-0.03,-0.01,0.21
2.100,0.02,0.00,0.04
2.117,-0.02,0.01,0.13
2.134,-0.00,-0.00,0.10
2.150,0.00,0.01,0.11
2.167,-0.02,-0.01,0.07
2.184,0.01,0.01,0.10
2.200,-0.01,-0.01,0.10
2.217,-0.01,0.01,0.08
2.234,0.00,-0.00,0.10
2.250,-0.01,-0.00,0.08
2.267,0.00,0.00,-0.00
2.284,-0.02,-0.02,0.53
2.300,0.01,-0.07,0.00
2.317,-0.02,0.11,-0.01
2.334,0.01,-0.06,0.02
2.350,-0.00,0.05,0.00
2.367,0.02,0.03,0.04
2.400,-0.03,-0.01,0.14
2.417,-0.00,0.01,0.05
2.434,-0.02,-0.01,0.18
2.466,-0.03,-0.00,0.14
2.484,0.00,0.00,0.08
2.500,-0.00,-0.00,0.12
2.517,-0.02,0.00,0.06
2.534,0.01,-0.00,0.13
2.550,-0.01,0.00,0.06
2.567,-0.01,-0.00,0.09
2.584,0.00,0.00,0.09
2.600,-0.02,-0.01,0.11
2.617,0.00,0.01,-0.02
2.634,-0.00,-0.00,0.45
2.650,-0.02,-0.09,-0.11
2.667,-0.02,0.06,0.10
2.684,0.01,-0.04,-0.06
2.700,-0.02,0.03,0.14
2.717,0.00,-0.03,0.13
2.734,-0.00,0.03,0.04
2.750,-0.02,-0.02,0.20
2.767,0.01,0.00,0.03
2.784,-0.02,0.01,0.14
2.800,0.00,-0.01,0.10
2.817,-0.00,0.01,0.07
2.834,-0.02,-0.01,0.10
2.850,0.02,0.00,0.09
2.867,-0.02,-0.00,0.07
2.883,0.00,0.00,0.11
2.900,0.00,-0.01,0.07
2.917,-0.02,0.01,0.11
2.934,0.01,-0.00,0.05
2.950,-0.00,-0.00,0.07
2.983,-0.00,0.02,0.07
3.000,-0.01,-0.11,-0.10
3.017,-0.01,0.03,0.08
3.050,-0.01,0.02,0.18
3.067,0.00,-0.02,0.04
3.084,-0.01,0.02,0.12
3.100,-0.01,-0.01,0.12
3.117,0.00,0.01,0.05
3.134,-0.02,-0.00,0.16
3.150,0.01,-0.01,0.09
3.167,-0.02,0.01,0.10
3.183,-0.01,-0.01,0.12
3.200,0.01,0.01,0.03
3.217,-0.02,0.00,0.13
3.233,0.01,-0.00,0.11
3.250,-0.01,0.01,0.08
3.267,-0.01,-0.01,0.15
3.284,0.01,0.01,0.01
3.300,-0.03,-0.00,0.16
3.317,0.01,0.01,0.02
3.334,-0.02,0.01,0.30
3.350,0.02,0.06,0.15
3.367,-0.00,0.02,-0.07
3.384,-0.01,-0.01,0.07
3.400,0.01,0.01,-0.01
3.417,-0.02,0.01,0.17
3.434,0.01,-0.01,0.06
3.450,-0.01,0.02,0.10
3.467,-0.01,-0.01,0.18
3.484,0.01,0.02,0.01
3.500,-0.03,-0.01,0.20
3.517,0.01,0.00,0.05
3.533,-0.01,-0.01,0.12
3.567,0.01,0.02,0.06
3.583,0.01,0.01,0.08
3.600,-0.01,-0.01,0.10
3.633,0.00,-0.00,0.08
3.650,-0.02,-0.00,0.09
3.667,0.00,0.00,0.00
3.683,-0.03,-0.03,0.49
3.700,0.01,-0.04,0.04
3.716,-0.01,0.09,-0.03
3.734,0.00,-0.05,0.03
3.750,-0.00,0.04,-0.01
3.767,-0.02,-0.02,0.12
3.783,0.01,0.02,0.07
3.800,-0.02,-0.00,0.11
3.817,-0.00,-0.00,0.13
3.833,0.00,0.01,0.03
3.850,-0.02,-0.00,0.19
3.867,0.02,0.00,0.02
3.883,-0.02,0.00,0.13
3.900,0.00,-0.00,0.08
3.916,-0.00,0.00,0.10
3.933,-0.02,-0.00,0.06
3.950,0.01,-0.00,0.13
3.967,-0.02,-0.00,0.06
3.983,-0.01,0.00,0.12
4.000,0.00,0.00,0.08
4.016,-0.02,-0.00,0.12
4.033,0.01,0.00,-0.02
4.050,-0.01,-0.02,0.47
4.067,-0.01,-0.08,-0.04
4.084,-0.01,0.06,0.03
4.100,0.00,-0.05,-0.01
4.117,-0.01,-0.03,0.19
4.150,0.01,0.02,-0.00
4.167,0.02,-0.01,0.04
4.183,-0.02,0.01,0.11
4.217,0.01,0.01,0.05
4.233,-0.03,-0.01,0.12
4.250,0.02,0.01,0.11
4.266,-0.02,-0.00,0.07
4.283,-0.01,0.01,0.09
4.300,0.01,-0.01,0.10
4.317,-0.02,0.01,0.09
4.333,0.01,-0.00,0.08
4.350,-0.01,0.01,0.09
4.367,-0.01,-0.00,0.10
4.383,0.01,0.01,-0.02
4.400,0.01,-0.01,0.32
4.417,-0.02,-0.11,-0.09
4.433,-0.01,0.03,0.08
4.450,-0.00,-0.02,-0.04
4.467,-0.01,0.02,0.17
4.483,-0.00,-0.02,0.06
4.500,-0.01,0.02,0.10
4.517,-0.01,-0.01,0.16
4.533,0.00,0.01,0.04
4.550,-0.02,0.00,0.12
4.567,0.01,-0.00,0.10
4.583,-0.01,0.01,0.11
4.600,-0.01,-0.01,0.11
4.617,0.01,0.00,0.12
4.633,-0.02,-0.00,0.08
4.650,0.00,0.01,0.14
4.667,-0.00,-0.01,0.08
4.683,-0.01,0.01,0.11
4.700,-0.01,0.00,0.12
4.733,-0.00,-0.01,0.05
4.750,0.02,0.02,0.24
4.767,-0.01,-0.00,-0.11
4.800,0.01,-0.00,-0.04
4.817,-0.02,0.01,0.16
4.833,0.01,-0.01,0.07
4.850,-0.01,0.02,0.08
4.867,-0.02,-0.02,0.17
4.883,0.01,0.02,0.02
4.900,-0.03,-0.00,0.18
4.917,0.02,-0.00,0.08
4.933,-0.01,0.01,0.08
4.949,-0.01,-0.01,0.12
4.967,0.01,0.01,0.07
4.983,-0.03,-0.01,0.09
5.000,0.01,0.01,0.09
5.017,-0.01,-0.01,0.09
5.033,-0.01,0.01,0.08
5.050,0.01,-0.00,0.08
5.067,-0.02,0.00,0.11
5.083,0.01,0.00,0.01
5.100,-0.03,-0.02,0.46
5.117,0.01,0.09,-0.01
5.133,-0.01,0.01,0.01
5.150,0.01,-0.01,0.01
5.167,-0.01,-0.00,0.03
5.183,-0.00,0.00,0.15
5.200,0.00,-0.00,0.03
5.217,-0.02,0.01,0.12
5.233,0.01,-0.01,0.14
5.250,-0.01,0.01,0.02
5.267,-0.01,-0.01,0.19
5.283,0.01,-0.00,0.04
5.300,-0.02,0.00,0.13
5.317,0.01,-0.01,0.10
5.333,-0.01,0.01,0.09
5.350,0.01,-0.00,0.15
5.383,0.00,0.00,0.12
5.400,0.00,0.00,0.06
5.417,-0.02,-0.00,0.12
5.433,0.01,-0.00,-0.01
5.450,-0.02,-0.01,0.51
5.466,0.00,-0.07,-0.03
5.483,-0.02,0.09,0.01
5.500,0.00,-0.06,0.03
5.517,-0.00,0.05,0.01
5.533,-0.02,-0.04,0.22
5.550,0.02,0.02,-0.03
5.567,-0.03,-0.01,0.21
5.583,0.01,-0.01,0.05
5.599,-0.01,0.02,0.09
5.617,-0.02,-0.02,0.17
5.633,0.02,0.02,0.03
5.650,-0.04,-0.01,0.14
5.667,0.02,0.00,0.08
5.683,-0.02,0.00,0.09
5.700,-0.02,-0.00,0.10
5.717,0.02,0.00,0.09
5.733,-0.03,0.00,0.10
5.750,0.01,-0.00,0.07
5.767,-0.01,0.01,0.09
5.783,-0.01,-0.01,0.08
5.800,0.01,0.01,-0.02
5.817,-0.00,0.04,0.39
5.833,-0.02,-0.11,-0.07
5.850,-0.02,0.04,0.06
5.866,0.00,-0.04,-0.03
5.883,-0.01,0.03,0.06
5.900,-0.01,-0.02,0.14
5.917,0.01,0.01,0.05
5.933,0.01,-0.01,0.05
5.966,-0.02,0.01,0.12
5.983,0.00,0.02,0.07
6.000,-0.02,-0.01,0.13
6.017,0.01,0.01,0.12
6.033,-0.02,-0.00,0.06
6.050,-0.01,0.00,0.14
6.066,0.01,-0.01,0.05
