time,wx,wy,wz
0.018,-0.00,0.00,-0.00
0.037,0.00,0.00,-0.00
0.053,-0.01,-0.00,0.01
0.070,-0.00,0.00,0.00
0.087,0.00,0.00,-0.00
0.118,-0.00,-0.00,0.00
0.136,0.00,-0.00,0.01
0.153,0.00,-0.00,-0.01
0.170,-0.01,-0.00,-0.00
0.186,0.00,-0.01,0.02
0.218,-0.00,-0.00,-0.00
0.237,-0.00,-0.00,-0.01
0.254,-0.00,-0.00,0.01
0.270,-0.00,-0.00,0.01
0.287,-0.00,0.00,-0.01
0.318,-0.00,0.00,-0.00
0.337,0.00,-0.01,0.02
0.354,-0.00,-0.00,-0.01
0.370,0.00,-0.00,-0.01
0.387,-0.00,-0.01,0.02
0.418,0.00,-0.00,0.00
0.437,-0.00,-0.00,-0.01
0.453,0.00,-0.00,0.01
0.470,0.00,-0.00,0.01
0.487,-0.00,0.00,-0.01
0.518,-0.00,0.00,0.00
0.537,0.00,0.00,0.01
0.553,-0.00,0.00,-0.00
0.570,-0.00,-0.00,0.00
0.587,0.00,-0.01,0.01
0.603,0.00,0.00,0.00
0.635,-0.00,0.00,-0.01
0.652,0.00,-0.00,0.01
0.668,0.00,-0.00,0.00
0.685,-0.00,-0.00,-0.00
0.719,0.00,0.00,0.00
0.735,0.00,-0.00,0.00
0.752,-0.00,-0.00,-0.00
0.768,0.00,-0.00,0.00
0.785,0.00,-0.00,0.00
0.819,-0.00,-0.00,-0.00
0.835,-0.00,0.00,-0.00
0.852,-0.00,-0.00,0.01
0.868,0.00,0.00,-0.00
0.885,-0.00,-0.00,-0.00
0.902,-0.00,-0.00,0.01
0.935,-0.00,-0.00,-0.00
0.952,0.01,0.06,0.73
0.972,-0.04,0.03,1.83
0.988,-0.02,-0.02,2.28
1.004,0.03,0.07,1.21
1.035,-0.04,-0.07,2.32
1.052,0.00,0.03,1.32
1.068,-0.00,-0.06,1.85
1.085,-0.01,-0.02,1.68
1.102,0.03,0.00,1.58
1.134,-0.01,0.00,2.06
1.152,0.02,0.06,1.49
1.168,0.00,0.02,2.23
1.185,-0.00,0.05,1.50
1.202,-0.00,-0.03,2.03
1.235,-0.01,-0.01,1.48
1.252,0.01,-0.05,1.76
1.268,-0.01,-0.03,1.68
1.285,0.02,-0.01,1.65
1.302,-0.01,0.02,2.02
1.334,0.02,0.06,1.53
1.352,-0.01,0.01,2.26
1.371,0.00,0.06,1.40
1.388,0.01,-0.05,2.07
1.404,-0.02,0.00,1.44
1.421,0.02,-0.06,1.81
1.452,-0.03,-0.00,1.69
1.468,0.04,0.00,1.58
1.485,-0.01,0.01,2.08
1.502,0.00,0.06,1.51
1.534,0.01,0.01,2.23
1.552,-0.01,0.06,1.39
1.568,0.00,-0.06,2.08
1.585,-0.02,0.02,1.45
1.602,0.03,-0.07,1.74
1.618,-0.03,-0.01,1.76
1.652,0.02,0.00,1.59
1.668,0.01,0.02,2.12
1.685,0.01,0.07,1.48
1.702,0.00,-0.01,2.27
1.718,-0.01,0.07,1.37
1.752,0.00,-0.06,2.03
1.768,-0.01,0.01,1.46
1.788,0.01,-0.09,1.78
1.804,-0.00,0.02,1.78
1.821,0.01,0.01,1.56
1.838,-0.03,-0.06,0.72
1.869,0.00,0.07,0.06
1.885,0.04,-0.02,-0.24
1.902,-0.04,-0.07,0.17
1.918,-0.00,0.04,0.01
1.952,0.04,0.02,-0.11
1.968,-0.03,-0.04,0.07
1.985,-0.02,0.00,0.03
2.002,0.03,0.02,-0.05
2.019,-0.01,-0.02,0.01
2.052,-0.02,-0.01,0.03
2.069,0.02,0.01,-0.02
2.085,0.00,-0.00,-0.01
2.102,-0.02,-0.01,0.02
2.119,0.01,0.00,0.00
2.152,0.01,0.00,-0.01
2.169,-0.01,-0.01,0.00
2.185,-0.00,-0.01,0.01
2.205,0.01,0.00,-0.01
2.221,-0.01,-0.00,-0.00
2.238,-0.00,-0.00,0.01
2.269,0.01,0.00,0.01
2.285,-0.00,0.00,-0.00
2.302,-0.01,-0.00,0.00
2.319,0.00,-0.00,0.00
2.335,0.00,-0.00,0.00
2.369,-0.01,-0.00,0.00
2.385,0.00,-0.00,-0.00
2.402,0.00,-0.00,0.00
2.419,-0.00,0.00,0.00
2.435,-0.00,-0.00,-0.00
2.469,0.00,-0.00,0.00
2.485,-0.00,-0.00,0.00
2.502,-0.00,-0.00,0.00
2.519,0.00,-0.00,0.01
2.534,-0.01,-0.00,0.01
2.555,0.01,-0.01,-0.00
2.585,0.00,0.01,0.01
1.598,0.03,-0.07,1.74
1.618,-0.03,-0.01,1.76
1.638,0.02,0.00,1.59
1.658,0.01,0.02,2.12
1.678,0.01,0.07,1.48
1.698,0.00,-0.01,2.27
1.717,-0.01,0.07,1.37
1.737,0.00,-0.06,2.03
1.757,-0.01,0.01,1.46
1.777,0.01,-0.09,1.78
1.797,-0.00,0.02,1.78
1.817,0.01,0.01,1.56
1.837,-0.03,-0.06,0.72
1.857,0.00,0.07,0.06
1.877,0.04,-0.02,-0.24
1.897,-0.04,-0.07,0.17
1.916,-0.00,0.04,0.01
1.936,0.04,0.02,-0.11
1.956,-0.03,-0.04,0.07
1.976,-0.02,0.00,0.03
1.996,0.03,0.02,-0.05
2.016,-0.01,-0.02,0.01
2.036,-0.02,-0.01,0.03
2.056,0.02,0.01,-0.02
2.076,0.00,-0.00,-0.01
2.096,-0.02,-0.01,0.02
2.115,0.01,0.00,0.00
2.135,0.01,0.00,-0.01
2.155,-0.01,-0.01,0.00
2.175,-0.00,-0.01,0.01
2.195,0.01,0.00,-0.01
2.215,-0.01,-0.00,-0.00
2.235,-0.00,-0.00,0.01
2.255,0.01,0.00,0.01
2.275,-0.00,0.00,-0.00
2.295,-0.01,-0.00,0.00
2.314,0.00,-0.00,0.00
2.334,0.00,-0.00,0.00
2.354,-0.01,-0.00,0.00
2.374,0.00,-0.00,-0.00
2.394,0.00,-0.00,0.00
2.414,-0.00,0.00,0.00
2.434,-0.00,-0.00,-0.00
2.454,0.00,-0.00,0.00
2.474,-0.00,-0.00,0.00
2.494,-0.00,-0.00,0.00
2.514,0.00,-0.00,0.01
2.533,-0.01,-0.00,0.01
2.553,0.01,-0.01,-0.00
2.573,0.00,0.01,0.01
2.593,-0.01,0.00,0.00
