time,wx,wy,wz
0.006,-0.01,-0.01,0.00
0.039,0.02,-0.02,0.01
0.056,0.00,-0.01,-0.00
0.072,-0.01,0.04,0.01
0.089,0.01,0.01,0.00
0.105,0.01,0.01,0.00
0.139,-0.01,-0.01,0.01
0.156,0.00,0.01,0.00
0.172,0.01,0.02,0.00
0.189,0.01,0.03,0.00
0.206,-0.00,0.04,0.00
0.239,0.01,0.04,0.01
0.256,0.01,0.05,0.00
0.272,-0.00,0.02,0.00
0.289,-0.00,-0.01,0.00
0.306,-0.00,-0.02,0.00
0.322,-0.01,-0.03,0.00
0.356,-0.01,-0.05,0.00
0.372,-0.01,-0.04,0.00
0.389,-0.01,-0.05,0.00
0.406,-0.01,-0.02,-0.00
0.422,-0.01,-0.02,0.00
0.456,0.00,-0.02,0.00
0.472,0.00,0.01,0.00
0.489,0.01,0.04,0.00
0.506,0.01,0.04,0.01
0.522,0.28,1.64,0.08
0.556,0.02,1.47,0.05
0.572,-0.08,1.15,0.04
0.589,0.06,1.23,0.06
0.606,0.04,0.92,0.04
0.622,0.03,1.10,0.05
0.656,-0.02,1.02,0.04
0.672,0.02,0.99,0.04
0.689,-0.00,0.92,0.04
0.706,-0.04,0.77,0.03
0.722,0.03,0.83,0.04
0.756,-0.03,0.74,0.03
0.772,0.01,1.03,0.05
0.789,0.00,0.85,0.04
0.805,0.06,1.11,0.05
0.822,-0.01,0.92,0.04
0.856,-0.04,0.77,0.03
0.872,0.01,0.77,0.03
0.889,-0.03,0.74,0.03
0.906,-0.03,0.86,0.03
0.922,-0.06,0.64,0.03
0.956,0.06,0.98,0.05
0.972,-0.02,0.93,0.03
0.989,-0.03,0.86,0.04
1.005,-0.02,0.68,0.03
1.022,-0.01,0.77,0.03
1.039,-0.03,0.86,0.03
1.072,-0.05,0.71,0.03
1.089,0.05,1.00,0.04
1.105,-0.01,0.78,0.03
1.122,-0.00,1.05,0.04
1.139,-0.00,0.90,0.04
1.172,0.02,0.94,0.04
1.189,-0.02,0.95,0.04
1.205,-0.04,0.75,0.03
1.222,0.04,0.82,0.04
1.239,-0.04,0.73,0.03
1.272,-0.00,1.01,0.05
1.289,-0.01,0.83,0.04
1.305,0.05,1.05,0.04
1.322,-0.03,0.86,0.04
1.339,-0.05,0.74,0.03
1.372,0.02,0.78,0.03
1.389,-0.02,0.77,0.03
1.405,-0.01,1.02,0.04
1.422,-0.04,0.71,0.03
1.439,0.06,1.07,0.05
1.472,-0.02,1.06,0.04
1.489,-0.01,0.99,0.04
1.505,0.00,0.83,0.04
1.522,-0.00,0.84,0.03
1.539,0.00,0.96,0.04
1.572,-0.04,0.77,0.03
1.589,0.07,1.12,0.05
1.606,-0.01,0.89,0.04
1.622,-0.00,1.09,0.04
1.639,0.01,0.87,0.04
1.672,0.01,0.87,0.03
1.689,-0.05,0.81,0.03
1.706,-0.06,0.65,0.02
1.722,0.04,0.90,0.04
1.739,-0.06,0.76,0.02
1.756,0.01,1.04,0.05
1.789,0.03,1.03,0.04
1.806,0.08,1.22,0.05
1.822,-0.01,1.02,0.04
1.839,-0.03,0.83,0.03
1.856,0.02,0.82,0.04
1.889,-0.03,0.78,0.03
1.906,0.01,1.08,0.04
1.922,-0.01,0.79,0.03
1.939,0.06,1.11,0.05
1.956,-0.01,1.11,0.04
1.989,-0.01,1.02,0.04
2.006,-0.00,0.83,0.03
2.022,-0.01,0.85,0.03
2.039,-0.01,0.89,0.04
2.055,-0.04,0.71,0.03
2.089,0.06,1.01,0.05
2.105,-0.03,0.80,0.03
2.122,-0.03,0.88,0.04
2.139,-0.02,0.77,0.03
2.156,0.01,0.88,0.04
2.189,-0.04,0.89,0.04
2.205,-0.05,0.70,0.03
2.222,0.02,0.83,0.03
2.239,-0.07,0.68,0.02
2.255,-0.02,0.97,0.04
2.289,-0.00,0.97,0.03
2.306,0.06,1.15,0.05
2.322,-0.02,0.95,0.04
2.339,-0.03,0.83,0.04
2.356,0.02,0.80,0.04
2.372,-0.03,0.76,0.02
2.405,-0.00,1.04,0.04
2.422,0.01,0.80,0.04
2.439,0.09,1.25,0.06
2.455,0.01,1.17,0.05
2.472,0.00,1.06,0.05
2.505,0.02,0.92,0.04
2.522,-0.01,0.90,0.03
2.539,0.01,1.08,0.05
2.556,-0.02,0.87,0.04
2.572,0.10,1.21,0.05
2.605,0.01,1.05,0.04
2.622,0.00,1.06,0.05
2.639,0.00,0.85,0.04
2.656,-0.00,0.86,0.03
2.672,-0.04,0.83,0.03
2.706,-0.05,0.67,0.03
2.722,0.04,0.91,0.04
2.739,-0.06,0.68,0.02
2.755,-0.01,0.98,0.04
2.772,-0.02,0.87,0.03
2.805,0.02,0.93,0.04
2.822,-0.04,0.84,0.03
2.839,-0.05,0.70,0.03
2.855,0.02,0.71,0.03
2.872,-0.05,0.65,0.02
2.905,-0.02,0.92,0.05
2.922,0.01,0.79,0.04
2.939,0.08,1.20,0.05
2.956,0.00,1.07,0.05
2.973,-0.01,0.98,0.05
2.989,0.03,0.92,0.04
3.022,-0.02,0.86,0.03
3.039,0.00,1.11,0.05
3.055,-0.03,0.87,0.04
3.072,0.09,1.15,0.06
3.089,0.02,1.07,0.04
3.122,0.00,1.09,0.05
3.139,0.01,0.87,0.04
3.155,0.01,0.98,0.04
3.172,-0.04,0.82,0.04
3.189,-0.06,0.63,0.03
3.222,0.04,0.94,0.04
3.239,-0.03,0.72,0.03
