time;wx (rad/s);wy (rad/s);wz (rad/s)
0,001530;0,03;-0,00;-0,00
0,001937;0,02;-0,00;0,00
0,002129;0,02;-0,01;0,01
0,002313;0,00;-0,00;0,02
0,002442;-0,01;-0,01;0,03
0,002574;-0,02;-0,00;0,03
0,002726;-0,03;-0,00;0,03
0,003850;-0,03;0,00;0,02
0,010136;-0,04;0,00;-0,00
0,010429;-0,03;0,00;-0,00
0,010556;-0,02;0,00;-0,02
0,011725;-0,02;0,01;-0,03
0,013927;-0,00;0,01;-0,03
0,015608;0,01;0,00;-0,03
0,017495;0,02;0,00;-0,03
0,019648;0,03;0,01;-0,03
0,021539;0,03;0,00;-0,01
0,023928;0,03;-0,00;0,00
0,026176;0,03;0,00;0,02
0,027783;0,02;0,01;0,03
0,029761;0,02;-0,00;0,04
0,031724;0,01;-0,01;0,04
0,033656;-0,01;-0,00;0,03
0,035639;-0,02;-0,01;0,02
0,037802;-0,02;-0,01;0,01
0,041124;-0,03;-0,01;0,00
0,043036;-0,03;-0,00;-0,02
0,043979;-0,03;-0,00;-0,03
0,046014;-0,02;0,01;-0,04
0,048042;-0,01;0,01;-0,03
0,050123;-0,01;0,01;-0,03
0,052225;0,00;0,01;-0,02
0,054367;0,01;0,01;-0,00
0,063715;0,02;0,02;0,01
0,063990;0,02;0,01;0,02
0,064108;0,03;0,00;0,03
0,064206;0,02;-0,01;0,03
0,064311;0,02;-0,01;0,04
0,065916;0,01;-0,02;0,03
0,068023;0,01;-0,01;0,01
0,069883;0,00;-0,01;0,01
0,071794;-0,01;-0,01;-0,01
0,073899;-0,02;-0,00;-0,03
0,075715;-0,02;-0,00;-0,03
0,077728;-0,02;0,01;-0,03
0,079665;-0,02;0,01;-0,03
0,081584;-0,02;0,02;-0,02
0,083834;-0,01;0,02;-0,02
0,085892;-0,01;0,02;-0,01
0,087655;-0,00;0,01;-0,00
0,089845;0,01;0,01;0,01
0,092174;0,02;-0,00;0,02
0,094047;0,02;-0,00;0,03
0,095931;0,02;-0,01;0,03
0,097690;0,02;-0,01;0,03
0,099812;0,02;-0,01;0,03
0,101803;0,02;-0,01;0,01
0,103819;0,01;-0,01;0,01
0,106385;0,00;0,00;-0,01
0,107692;-0,00;-0,00;-0,01
0,109661;-0,01;0,01;-0,02
0,111732;-0,02;0,01;-0,03
0,113798;-0,02;0,02;-0,03
0,115870;-0,02;0,01;-0,03
0,117805;-0,02;0,01;-0,02
0,119774;-0,02;0,01;-0,02
0,121789;-0,01;0,00;-0,01
0,124087;-0,01;-0,00;0,00
0,126030;0,01;-0,00;0,01
0,127885;0,01;-0,01;0,02
0,129718;0,01;-0,01;0,03
0,131698;0,02;-0,01;0,03
0,133978;0,02;-0,01;0,03
0,135851;0,02;-0,00;0,03
0,137668;0,02;-0,01;0,02
0,141606;0,01;0,00;0,01
0,141862;0,01;0,00;0,00
0,144579;0,00;0,00;-0,02
0,146171;-0,01;0,00;-0,02
0,147824;-0,01;0,01;-0,03
0,149602;-0,02;0,00;-0,03
0,152128;-0,02;0,01;-0,05
0,153829;-0,02;0,00;-0,03
0,156053;-0,02;0,00;-0,01
0,157750;-0,01;0,00;0,01
0,160168;-0,01;0,00;0,00
0,162060;-0,00;-0,00;0,02
0,164092;0,01;0,00;0,03
0,166299;0,01;-0,00;0,03
0,167855;0,01;-0,00;0,03
0,169762;0,02;-0,00;0,03
0,171820;0,02;-0,01;0,02
0,174069;0,02;-0,00;0,01
0,175826;0,01;-0,00;-0,01
0,177710;0,01;-0,00;-0,01
0,179783;0,00;-0,00;-0,01
0,181839;-0,01;0,01;-0,02
0,183785;-0,01;0,01;-0,02
0,185908;-0,01;0,00;-0,02
0,187653;-0,02;0,01;-0,02
0,190284;-0,02;0,01;-0,02
0,192224;-0,02;0,00;-0,01
0,193770;-0,01;0,00;0,01
0,195945;-0,01;-0,00;0,01
0,197719;-0,01;0,00;0,01
0,199780;0,00;-0,00;0,02
0,201652;0,01;-0,01;0,01
0,203640;0,01;-0,00;0,01
0,206857;0,02;-0,00;0,01
0,209052;0,02;-0,00;0,01
0,209833;0,02;-0,00;-0,00
0,211825;0,02;0,00;0,00
0,214065;0,01;0,00;-0,00
0,215840;0,01;0,01;-0,01
0,217697;0,00;0,01;-0,01
0,219903;-0,01;0,00;-0,02
0,221690;-0,01;0,01;-0,02
0,224164;-0,01;0,00;-0,01
0,225931;-0,02;0,00;-0,01
0,228036;-0,02;0,00;-0,02
0,229828;-0,02;-0,00;-0,01
0,231956;-0,01;0,00;-0,00
0,233836;-0,01;0,00;0,00
0,235983;-0,00;-0,00;0,01
0,237849;0,01;0,00;0,02
0,241575;0,01;-0,00;0,02
0,241886;0,01;0,00;0,02
0,244820;0,02;0,00;0,02
0,246052;0,02;-0,00;0,00
0,247948;0,02;-0,00;0,01
0,250212;0,01;0,00;0,00
0,251978;0,01;-0,01;-0,01
0,254097;0,00;0,00;-0,02
0,256995;-0,00;0,00;-0,01
0,257744;-0,01;0,00;-0,00
0,260169;-0,01;0,00;-0,00
0,261831;-0,02;0,00;-0,00
0,264009;-0,02;0,01;-0,00
0,265992;-0,02;0,00;0,01
0,267977;-0,01;0,01;0,01
0,269831;-0,01;-0,00;0,01
0,271781;-0,00;-0,00;0,01
0,273765;0,00;-0,00;0,02
0,275688;0,01;-0,00;0,02
0,278072;0,02;-0,01;0,01
0,280134;0,01;0,00;0,01
0,281766;0,02;0,00;0,00
0,283873;0,02;0,00;0,00
0,286094;0,01;0,00;-0,00
0,287700;0,01;0,00;-0,01
0,290329;0,00;0,01;-0,01
0,291941;-0,00;-0,00;-0,02
0,294043;-0,01;0,01;-0,02
0,295794;-0,01;0,00;-0,02
0,297813;-0,01;0,00;-0,00
0,299833;-0,02;0,00;-0,01
0,301812;-0,02;0,00;0,01
0,303886;-0,01;0,00;0,02
0,305941;-0,01;0,00;0,01
0,307622;-0,01;-0,00;0,02
0,309732;-0,00;-0,00;0,01
0,312341;0,01;-0,01;0,02
0,313698;0,01;-0,00;0,01
0,315750;0,01;-0,00;0,00
0,317802;0,02;-0,00;-0,00
0,319844;0,02;-0,00;-0,00
0,321707;0,01;0,00;-0,01
0,323701;0,01;0,00;-0,01
0,326066;0,01;0,01;-0,00
0,328268;-0,00;0,01;-0,01
0,330133;-0,01;0,00;-0,01
0,331834;-0,01;0,00;-0,01
0,333956;-0,01;0,00;-0,00
0,335862;-0,01;-0,00;0,01
0,337682;-0,01;0,00;0,01
0,341911;-0,01;-0,00;0,01
0,342183;-0,01;-0,00;0,01
0,344734;-0,01;-0,00;0,01
0,346875;-0,00;-0,00;0,00
0,348240;0,01;-0,00;0,00
0,349885;0,01;-0,01;-0,00
0,352149;0,01;0,00;-0,01
0,353730;0,01;0,01;-0,01
0,355833;0,01;0,01;-0,01
0,357967;0,02;0,00;-0,00
0,359961;0,01;0,01;0,00
0,361788;0,00;0,01;0,00
0,363789;0,00;0,00;-0,00
0,365857;-0,00;-0,00;0,00
0,367620;-0,01;-0,00;0,00
0,370035;-0,01;-0,00;0,01
0,371695;-0,01;-0,01;0,01
0,374188;-0,01;-0,00;0,01
0,376794;-0,01;-0,01;0,01
0,377653;-0,01;-0,01;0,01
0,380287;-0,01;-0,00;-0,00
0,381980;-0,00;0,00;-0,01
0,384010;0,01;0,00;-0,00
0,385934;0,01;0,00;0,00
0,387784;0,01;0,01;-0,01
0,390496;0,01;0,00;-0,01
0,391705;0,01;0,00;-0,00
0,393986;0,01;-0,00;-0,00
0,396025;0,01;0,00;-0,00
0,397858;0,01;0,00;0,01
0,400129;0,00;-0,00;0,01
0,401846;-0,00;-0,00;0,00
0,404041;-0,01;-0,00;0,01
0,406188;-0,01;-0,00;0,01
0,408054;-0,01;-0,00;0,01
0,409668;-0,01;-0,00;0,01
0,412175;-0,01;0,00;0,01
0,414185;-0,01;0,00;-0,00
0,415991;-0,00;0,00;-0,01
0,418179;-0,00;0,01;-0,02
0,419708;0,00;-0,00;-0,02
0,421687;0,01;0,00;-0,02
0,424034;0,01;0,00;-0,02
0,425968;0,01;0,00;-0,01
0,427975;0,01;0,00;-0,01
0,429740;0,01;-0,00;-0,01
0,431612;0,01;-0,00;0,01
0,433693;0,00;0,01;0,01
0,436182;0,00;0,00;0,01
0,437819;-0,00;0,00;0,02
0,442250;-0,01;0,00;0,02
0,442480;-0,01;-0,01;0,01
0,445439;-0,01;-0,00;0,01
0,446394;-0,01;-0,00;-0,01
0,448058;-0,01;-0,00;-0,00
0,449770;-0,01;0,00;-0,00
0,452203;-0,00;0,00;-0,01
0,453677;-0,00;0,00;-0,01
0,455685;0,00;0,00;0,00
0,458075;0,01;0,01;-0,00
0,460150;0,01;0,01;-0,01
0,461921;0,01;0,00;-0,01
0,463926;0,01;0,00;-0,00
0,466037;0,01;-0,00;-0,00
0,467729;0,00;0,00;0,00
0,469939;0,00;-0,00;0,00
0,471835;0,01;-0,00;0,01
0,474073;-0,00;0,00;0,01
0,476086;-0,00;0,00;0,01
0,478096;-0,00;0,00;0,01
0,480018;-0,01;-0,00;0,01
0,481714;-0,01;0,01;0,01
0,483882;-0,01;-0,00;-0,00
0,486000;-0,01;0,00;0,00
0,488067;-0,00;0,00;0,00
0,490065;-0,00;0,00;0,00
0,492004;-0,00;0,00;-0,01
0,493916;0,01;0,00;-0,01
0,496242;0,01;0,00;-0,00
0,497837;0,01;0,00;-0,01
0,500057;0,01;-0,00;-0,01
0,501959;0,01;0,00;-0,00
0,503984;0,01;-0,00;-0,00
0,506192;0,00;0,00;0,00
0,507802;0,00;0,00;-0,00
0,509504;-0,00;0,00;0,00
0,512227;-0,00;-0,00;0,00
0,514032;-0,01;-0,00;0,01
0,516512;-0,01;-0,00;0,01
0,518251;-0,01;0,01;0,01
0,519721;-0,01;-0,00;0,01
0,521682;-0,00;0,00;0,01
0,524240;-0,00;0,00;0,00
0,526182;-0,00;0,00;0,00
0,527940;0,00;0,00;0,01
0,529758;0,00;0,00;0,00
0,531708;0,00;0,00;0,01
0,533674;0,01;0,00;0,01
0,535859;0,01;-0,00;0,01
0,537800;0,01;-0,00;0,00
0,539683;0,01;-0,00;-0,00
0,542509;0,01;-0,00;-0,01
0,544040;0,00;0,00;-0,00
0,546188;0,00;0,00;-0,02
0,547991;-0,00;-0,00;-0,02
0,549641;-0,01;0,01;-0,02
0,551698;-0,01;0,00;-0,03
0,553851;-0,01;0,01;-0,02
0,555712;-0,01;0,01;-0,01
0,557866;-0,01;0,00;0,01
0,559921;-0,01;0,01;0,02
0,561730;-0,01;0,00;0,03
0,563761;-0,00;0,01;0,03
0,565954;0,00;-0,01;0,03
0,567798;0,00;-0,00;0,02
0,569696;0,01;-0,01;0,02
0,572015;0,01;-0,01;0,01
0,580070;0,01;-0,00;-0,00
