time,wx,wy,wz
0.008,0.06,0.05,0.04
0.023,-0.05,0.01,-0.02
0.040,0.06,-0.02,0.03
0.057,-0.04,0.05,0.00
0.073,-0.01,-0.11,0.00
0.090,0.06,0.05,-0.01
0.107,-0.06,0.03,0.01
0.124,0.11,-0.05,-0.03
0.140,0.00,0.09,-0.01
0.157,-0.02,-0.07,0.02
0.173,0.04,0.06,-0.01
0.190,-0.04,0.00,0.03
0.207,0.05,-0.02,-0.01
0.223,-0.03,0.04,0.02
0.240,0.02,-0.01,-0.00
0.257,0.00,0.01,0.01
0.274,-0.01,0.03,0.01
0.290,0.02,-0.01,-0.00
0.307,-0.02,0.02,0.01
0.324,0.03,0.02,0.00
0.340,-0.01,-0.00,0.01
0.357,0.01,0.02,0.00
0.374,0.00,0.00,0.01
0.390,0.00,0.01,0.00
0.407,0.01,0.02,0.01
0.424,0.00,0.01,0.00
0.441,0.01,0.01,0.01
0.457,-0.00,0.01,0.00
0.474,0.01,0.00,0.01
0.491,0.00,0.02,0.00
0.507,0.01,0.01,0.01
0.524,0.01,0.01,0.01
0.541,0.00,0.01,0.01
0.558,0.00,0.01,0.01
0.585,0.01,0.01,0.01
0.608,0.01,0.01,0.01
0.626,0.01,0.01,0.00
0.652,0.00,0.01,0.01
0.667,0.01,0.01,0.00
0.685,0.00,0.01,0.01
0.701,0.01,0.01,0.00
0.718,0.00,0.01,0.01
0.735,0.01,0.02,0.04
0.751,0.00,-0.01,0.14
0.768,0.01,0.04,0.02
0.785,0.01,-0.01,0.18
0.801,0.01,0.02,-0.00
0.818,-0.00,0.01,-0.01
0.852,0.02,0.02,0.22
0.868,0.01,-0.01,0.19
0.885,-0.01,0.03,0.03
0.918,-0.02,-0.10,-0.02
0.934,0.02,0.09,0.05
0.951,-0.01,-0.03,-0.05
0.985,-0.00,0.07,0.06
1.001,0.01,-0.04,0.14
1.018,-0.00,0.05,0.10
1.035,0.01,-0.00,0.14
1.051,0.00,0.00,0.09
1.068,-0.00,0.03,0.14
1.085,0.01,-0.02,0.11
1.101,-0.00,0.02,0.09
1.118,0.01,0.01,0.11
1.135,0.00,0.00,0.10
1.151,0.00,0.02,0.07
1.168,0.01,0.00,0.10
1.185,0.01,0.02,0.06
1.201,0.01,0.01,0.13
1.218,0.01,0.02,0.05
1.235,0.01,0.00,0.12
1.251,0.00,0.03,-0.02
1.268,0.01,0.06,0.83
1.285,0.01,0.04,-0.46
1.301,0.00,-0.06,0.33
1.318,-0.01,0.12,-0.22
1.335,0.02,-0.09,0.18
1.351,-0.01,0.06,0.01
1.368,0.02,-0.00,0.18
1.385,-0.01,-0.00,0.04
1.401,0.02,0.04,0.20
1.418,0.00,-0.01,0.02
1.435,0.00,0.01,0.22
1.451,0.01,0.03,0.03
1.467,0.01,-0.03,0.16
1.492,0.00,-0.02,0.13
1.508,0.01,0.02,0.04
1.525,0.01,0.00,0.15
1.542,0.01,0.02,0.05
1.558,0.01,0.01,0.10
1.575,0.00,0.02,0.08
1.592,0.01,0.01,0.08
1.608,0.01,0.02,0.02
1.625,-0.01,-0.05,0.49
1.644,0.02,0.12,-0.27
1.658,-0.00,-0.11,0.18
1.675,0.01,0.09,-0.09
1.692,0.00,-0.02,0.18
1.709,-0.00,-0.00,0.05
1.725,0.01,0.04,0.15
1.742,-0.00,-0.01,0.10
1.759,0.01,0.02,0.13
1.775,0.00,0.03,0.09
1.792,0.01,-0.01,0.15
1.809,0.00,0.04,0.09
1.825,0.01,-0.00,0.12
1.842,0.01,0.00,0.13
1.859,0.00,0.03,0.06
1.876,0.00,-0.01,0.15
1.892,0.01,0.02,0.02
1.909,0.01,-0.01,0.16
1.926,0.00,0.02,0.00
1.942,0.01,-0.01,0.13
1.959,0.00,0.03,0.03
1.975,0.02,0.03,0.51
1.992,0.02,0.06,0.19
2.018,-0.01,0.02,-0.16
2.034,0.02,-0.05,0.17
2.051,-0.01,0.10,-0.01
2.068,0.01,-0.07,0.19
2.085,-0.00,0.05,0.02
2.101,0.00,-0.00,0.20
2.118,0.00,-0.00,-0.00
2.135,0.01,0.03,0.18
2.151,0.01,0.01,0.06
2.168,0.01,0.00,0.14
2.185,0.00,0.04,0.10
2.201,0.01,-0.01,0.14
2.218,0.00,0.03,0.09
2.235,0.00,0.00,0.13
2.251,0.00,0.00,0.09
2.268,0.01,0.01,0.11
2.285,0.00,0.00,0.10
2.301,0.00,0.01,0.09
2.318,0.01,0.01,-0.01
2.334,0.01,0.06,0.81
2.360,0.01,-0.09,0.29
2.376,-0.00,0.13,-0.18
2.393,0.02,-0.08,0.21
2.410,-0.01,0.05,0.02
2.426,0.02,0.02,0.18
2.443,-0.01,-0.02,0.06
2.460,0.01,0.04,0.16
2.476,-0.01,-0.01,0.04
2.493,0.01,0.00,0.17
2.510,0.00,0.03,0.05
2.526,0.01,-0.01,0.13
2.543,0.00,0.02,0.07
2.560,0.01,0.02,0.12
2.577,0.01,0.01,0.08
2.593,0.01,0.01,0.10
2.610,0.01,0.01,0.11
2.627,0.00,0.00,0.07
2.643,0.01,0.02,0.12
2.660,-0.00,0.00,0.06
2.677,0.01,0.01,0.06
2.696,0.03,0.14,-0.15
2.710,-0.01,-0.10,0.08
2.734,0.02,0.06,-0.01
2.751,0.00,0.02,0.06
2.767,0.01,-0.03,0.11
2.784,0.01,0.07,0.08
2.801,0.01,-0.02,0.14
2.817,0.00,0.02,0.07
2.834,0.01,0.03,0.12
2.861,-0.00,0.03,0.10
2.877,0.01,-0.00,0.12
2.894,0.00,0.01,0.13
2.910,0.00,0.02,0.07
2.927,0.01,0.01,0.16
2.944,0.00,0.02,0.06
2.960,0.01,0.01,0.15
2.977,0.00,0.02,0.05
2.994,0.01,-0.00,0.16
3.010,0.00,0.02,-0.00
3.027,0.02,0.03,0.75
3.044,-0.01,-0.07,-0.32
3.061,0.02,0.03,0.24
3.077,-0.01,0.05,-0.17
3.094,0.02,-0.07,0.17
3.110,-0.01,0.11,-0.07
3.127,0.02,-0.06,0.23
3.144,-0.01,0.05,-0.03
3.161,0.02,0.02,0.22
3.177,-0.00,-0.01,-0.02
3.194,0.00,0.03,0.21
3.211,0.00,0.01,0.04
3.227,0.00,-0.01,0.13
3.244,0.00,0.03,0.09
3.261,0.00,-0.02,0.10
3.278,0.01,0.02,0.07
3.294,0.00,-0.00,0.11
3.311,0.01,0.02,0.09
3.327,0.00,0.01,0.07
3.344,0.01,0.02,0.12
3.361,0.00,0.01,0.07
3.377,0.01,0.00,0.02
3.394,-0.01,0.03,0.71
3.411,0.02,0.10,-0.40
3.428,0.01,0.13,-0.15
3.451,0.01,-0.07,0.13
3.467,-0.00,0.02,0.05
3.484,0.02,0.04,0.12
3.501,0.00,-0.04,0.09
3.517,0.02,0.05,0.11
3.534,0.01,0.01,0.07
3.551,0.00,-0.00,0.14
3.567,0.01,0.05,0.07
3.584,0.00,-0.01,0.13
3.601,0.00,0.02,0.10
3.617,0.01,0.01,0.11
3.634,-0.00,-0.00,0.09
3.651,0.01,0.02,0.11
3.667,-0.00,-0.00,0.09
3.684,0.01,0.02,0.08
3.701,0.00,0.01,0.12
3.717,0.01,0.03,0.07
3.734,0.01,0.02,0.19
3.751,-0.02,-0.09,0.13
3.778,-0.02,-0.06,0.02
3.795,0.03,0.02,0.05
3.812,-0.01,0.04,0.14
3.828,0.01,-0.04,0.07
3.845,-0.00,0.04,0.14
3.862,0.01,0.00,0.09
3.878,0.01,-0.01,0.10
3.895,0.01,0.05,0.09
3.912,0.02,-0.01,0.12
3.928,0.00,0.03,0.08
3.945,0.01,0.03,0.10
3.962,-0.00,0.00,0.12
3.978,0.01,0.03,0.05
3.995,0.00,0.00,0.14
4.012,-0.00,0.01,0.05
4.029,0.01,0.01,0.14
4.045,-0.00,0.02,0.03
4.062,0.01,0.00,0.14
4.079,-0.00,0.02,-0.01
4.095,0.02,0.05,0.77
4.112,0.01,-0.01,-0.42
4.129,0.01,-0.02,0.32
4.145,0.01,-0.10,0.21
4.167,0.00,0.10,-0.01
4.184,0.01,-0.05,0.21
4.201,-0.00,0.01,0.01
4.217,0.01,0.02,0.21
4.234,0.00,-0.01,-0.01
4.251,0.01,0.01,0.22
4.267,0.00,0.03,0.01
4.284,0.01,-0.02,0.14
4.301,0.00,0.04,0.04
4.329,0.01,0.02,0.04
4.346,0.01,0.02,0.16
4.362,0.00,0.01,0.06
4.379,0.00,0.01,0.10
4.396,0.00,0.02,0.10
4.412,-0.00,-0.00,0.10
4.429,0.00,0.01,-0.01
4.446,-0.01,-0.01,0.67
4.462,0.03,0.12,-0.38
4.479,-0.02,-0.13,0.26
4.501,0.03,0.13,-0.16
4.518,-0.01,-0.06,0.19
4.534,0.01,0.02,0.05
4.551,0.01,0.05,0.17
4.568,-0.01,-0.04,0.10
4.584,0.02,0.04,0.13
4.601,-0.01,-0.00,0.09
4.617,0.01,-0.01,0.12
4.634,0.00,0.03,0.07
4.651,0.00,-0.00,0.10
4.668,0.01,0.02,0.06
4.701,0.01,0.00,0.13
4.718,0.01,0.01,0.14
4.734,0.00,0.02,0.01
4.768,0.00,0.02,0.03
4.785,0.01,0.01,0.39
4.801,-0.02,-0.10,-0.08
4.818,0.03,0.09,0.11
4.834,-0.02,-0.02,-0.10
4.851,0.03,-0.02,0.12
4.868,-0.00,0.10,0.00
4.884,0.01,-0.07,0.17
4.901,0.00,0.07,0.03
4.917,0.01,-0.00,0.20
4.934,-0.00,-0.00,0.03
4.951,0.01,0.04,0.18
4.968,-0.00,-0.02,0.07
4.984,0.00,0.01,0.12
5.001,0.00,0.02,0.10
5.018,0.00,-0.00,0.11
5.034,0.01,0.02,0.06
5.051,0.00,0.01,0.13
5.068,0.01,0.01,0.07
5.084,0.01,0.01,0.10
5.101,0.01,0.02,0.09
5.118,0.00,0.01,0.08
5.134,0.01,0.02,0.03
5.151,0.02,0.07,0.83
5.167,0.01,0.02,-0.44
5.184,0.00,-0.05,0.33
5.201,0.01,0.12,-0.22
5.218,0.00,-0.10,0.21
5.234,-0.00,0.08,-0.01
5.251,0.02,-0.01,0.19
5.268,-0.01,-0.00,0.05
5.284,0.02,0.05,0.18
5.301,-0.01,-0.01,0.05
5.318,0.01,0.02,0.19
5.334,0.00,0.03,0.04
5.351,0.00,-0.02,0.15
5.367,0.01,0.03,0.08
5.384,0.01,0.02,0.07
5.418,-0.00,-0.00,0.10
5.434,0.01,0.01,0.07
5.451,0.01,0.01,0.10
5.485,0.00,-0.00,-0.04
5.501,-0.01,-0.04,0.45
5.518,0.03,0.14,-0.20
5.551,0.03,0.10,-0.05
5.567,-0.01,-0.02,0.10
5.584,0.01,-0.01,0.09
5.601,0.00,0.06,0.11
5.618,0.00,-0.02,0.12
5.634,0.01,0.03,0.09
5.651,0.01,0.03,0.12
5.667,0.00,-0.02,0.12
5.684,0.01,0.04,0.09
5.701,0.01,-0.00,0.12
5.718,0.00,0.01,0.12
5.734,0.01,0.02,0.09
5.751,-0.00,-0.01,0.13
5.767,0.01,0.02,0.07
5.784,0.00,-0.01,0.13
5.801,0.01,0.02,0.04
5.817,0.01,-0.01,0.15
5.835,0.00,0.02,0.04
5.864,-0.02,-0.09,-0.19
5.884,0.03,0.07,0.17
5.901,-0.02,0.01,-0.13
5.917,0.02,-0.04,0.17
5.934,-0.01,0.10,0.04
5.951,0.01,-0.06,0.15
5.967,-0.01,0.05,0.07
5.984,0.01,0.00,0.15
6.001,0.00,-0.01,0.05
6.017,0.00,0.03,0.15
6.034,0.01,0.01,0.08
6.051,0.01,0.01,0.11
6.067,0.01,0.03,0.09
6.084,0.00,-0.00,0.11
6.101,0.01,0.03,0.08
6.117,0.00,0.01,0.12
6.134,0.01,0.01,0.11
6.151,0.00,0.01,0.08
6.167,0.01,0.01,0.06
6.201,0.01,-0.00,0.02
6.217,0.02,0.06,-0.47
6.234,-0.01,-0.09,0.33
6.268,-0.01,-0.11,0.17
6.284,0.02,0.09,-0.00
6.301,0.00,-0.02,0.18
6.317,-0.00,-0.00,0.04
6.334,0.01,0.04,0.18
6.351,-0.00,-0.01,0.02
6.367,0.01,0.01,0.20
6.384,-0.00,0.02,0.01
6.401,0.01,-0.01,0.17
6.417,0.00,0.02,0.06
6.434,0.01,0.00,0.14
6.451,0.00,0.02,0.08
6.467,0.01,0.01,0.14
6.484,0.00,0.01,0.09
6.501,0.01,0.01,0.10
6.517,0.00,0.01,0.11
6.534,0.00,0.00,0.11
6.551,0.01,0.02,0.04
6.567,-0.02,-0.07,0.33
6.584,0.04,0.15,-0.18
6.601,-0.04,-0.12,0.11
6.617,0.04,0.09,-0.04
6.634,-0.01,-0.00,0.14
6.651,0.02,-0.01,0.06
6.667,0.01,0.07,0.14
6.684,-0.00,-0.02,0.09
6.701,0.01,0.03,0.10
6.717,-0.00,0.02,0.11
6.734,0.00,-0.01,0.13
6.751,0.00,0.03,0.04
6.767,0.00,-0.01,0.15
6.784,0.00,0.02,0.09
6.801,0.01,0.01,0.09
6.817,0.01,0.01,0.12
6.834,0.01,0.02,0.07
6.851,0.01,0.01,0.12
6.867,0.01,0.02,0.06
6.884,0.00,0.02,0.01
6.918,0.01,0.03,0.70
6.935,0.02,0.04,0.30
6.951,-0.01,0.06,-0.21
6.985,0.01,0.12,-0.03
7.001,0.01,-0.08,0.19
7.017,0.00,0.05,-0.01
7.052,-0.00,-0.00,-0.01
7.068,0.01,0.03,0.21
7.084,-0.00,0.01,0.03
7.100,0.00,-0.00,0.16
7.117,-0.00,0.03,0.07
7.134,-0.00,-0.02,0.14
7.151,0.01,0.04,0.05
7.167,-0.00,-0.01,0.15
7.184,0.01,0.03,0.06
7.200,0.00,0.00,0.12
7.217,0.01,0.03,0.08
7.234,0.00,0.01,0.12
7.250,0.01,0.01,-0.03
7.267,0.00,0.03,0.73
7.284,0.02,0.09,-0.41
7.300,-0.02,-0.12,0.28
7.317,0.04,0.14,-0.17
7.334,-0.02,-0.09,0.23
7.351,0.01,0.04,0.01
7.367,0.01,0.01,0.17
7.384,0.00,-0.02,0.07
7.401,0.02,0.04,0.14
7.418,0.00,-0.00,0.06
7.434,0.01,0.01,0.15
7.451,0.01,0.03,0.06
7.468,0.01,-0.00,0.12
7.484,0.00,0.03,0.09
7.501,0.00,-0.00,0.08
7.518,0.00,0.01,0.11
7.535,0.00,0.01,0.06
7.551,0.00,-0.01,0.12
7.568,0.01,0.02,0.03
7.585,0.00,-0.01,0.14
7.602,0.01,0.03,0.04
7.619,0.01,0.01,0.26
7.636,-0.03,-0.09,0.07
7.653,-0.04,-0.09,-0.03
7.670,0.04,0.05,0.07
7.687,-0.02,0.03,-0.01
7.704,0.02,-0.04,0.18
7.721,-0.00,0.07,0.04
7.738,0.00,-0.03,0.16
7.755,0.01,0.02,0.04
7.772,0.01,0.02,0.14
7.789,0.01,-0.01,0.09
7.806,0.01,0.04,0.09
7.823,0.01,0.01,0.12
7.840,0.01,0.02,0.10
7.857,0.01,0.02,0.10
7.874,0.00,0.01,0.12
7.892,0.00,0.02,0.10
7.902,0.01,0.00,0.07
7.919,0.00,0.01,0.12
7.935,0.00,0.01,0.09
7.955,0.00,0.00,0.05
7.968,0.02,0.06,0.84
7.985,0.00,-0.04,-0.41
8.002,0.02,0.02,0.30
8.019,0.00,0.07,-0.20
8.037,0.00,-0.08,0.18
8.054,0.01,0.11,-0.01
8.071,-0.00,-0.08,0.20
8.089,0.00,0.05,0.03
8.106,0.01,-0.01,0.19
8.123,-0.00,0.00,0.00
8.141,0.01,0.01,0.19
8.158,0.00,0.01,0.01
8.168,0.01,0.00,0.14
8.186,0.01,0.03,0.05
8.203,0.01,-0.01,0.12
8.221,0.01,0.03,0.05
8.238,0.00,0.00,0.11
8.256,-0.00,0.01,0.10
8.285,0.01,0.02,0.10
8.303,-0.00,0.00,0.08
8.320,-0.01,-0.01,0.59
8.352,0.03,0.12,-0.32
8.370,0.05,0.14,-0.10
8.388,-0.03,-0.08,0.11
8.407,0.02,0.05,0.09
8.426,-0.00,0.03,0.12
8.435,-0.00,-0.03,0.11
8.453,0.02,0.05,0.12
8.472,-0.01,-0.01,0.09
8.492,0.01,0.01,0.15
8.502,0.00,0.01,0.07
8.520,0.01,-0.00,0.12
8.538,0.01,0.02,0.11
8.558,0.01,0.01,0.07
8.577,0.01,0.01,0.13
8.585,0.01,0.02,0.05
8.603,0.01,0.01,0.14
8.623,0.01,0.02,0.03
8.642,0.01,0.01,0.16
8.651,0.00,0.02,0.03
8.670,0.01,0.02,0.44
8.689,-0.03,-0.11,-0.03
8.709,0.05,0.12,0.06
8.718,-0.04,-0.07,-0.06
8.737,0.04,0.03,0.09
8.756,-0.02,0.05,0.01
8.776,0.00,0.09,0.05
8.802,0.01,-0.03,0.18
8.821,0.01,0.03,0.04
8.841,0.00,0.01,0.18
8.861,0.00,-0.01,0.05
8.868,0.00,0.02,0.15
8.886,0.00,-0.01,0.06
8.906,0.00,0.01,0.15
