time,wx,wy,wz
0.015,0.00,0.00,-0.00
0.031,-0.02,-0.01,0.01
0.048,0.02,0.00,-0.01
0.065,-0.00,-0.00,0.01
0.081,0.00,-0.00,-0.01
0.098,-0.00,-0.00,0.01
0.115,-0.01,-0.00,-0.00
0.131,0.01,-0.00,0.01
0.148,-0.01,0.00,-0.00
0.165,0.02,-0.00,0.00
0.181,-0.00,0.00,0.00
0.198,-0.01,-0.00,0.00
0.215,0.02,0.00,0.00
0.232,-0.01,-0.00,0.00
0.248,-0.01,-0.00,0.00
0.265,0.02,-0.00,-0.00
0.282,-0.01,-0.00,0.00
0.298,-0.00,0.00,-0.00
0.315,0.02,-0.00,0.00
0.332,-0.01,-0.00,-0.00
0.348,0.00,-0.00,0.00
0.365,0.01,-0.00,0.00
0.381,-0.01,-0.00,0.00
0.398,0.00,-0.00,0.00
0.415,0.01,-0.00,0.00
0.432,-0.01,-0.00,0.00
0.448,0.00,-0.00,0.00
0.465,-0.01,-0.00,-0.00
0.498,-0.00,-0.00,0.00
0.515,-0.00,-0.00,0.00
0.532,0.00,-0.00,0.00
0.548,0.00,-0.00,-0.00
0.565,-0.01,0.00,0.00
0.582,0.00,-0.00,0.00
0.598,-0.00,-0.00,0.00
0.615,-0.00,-0.00,-0.00
0.632,0.00,-0.00,0.00
0.648,-0.00,-0.00,0.00
0.665,-0.00,-0.00,0.00
0.681,0.00,-0.00,0.00
0.698,0.00,-0.00,0.01
0.715,-0.00,-0.00,0.00
0.731,0.00,-0.00,0.00
0.748,-0.00,-0.00,0.00
0.765,-0.01,-0.00,0.00
0.781,0.01,-0.00,0.00
0.798,-0.00,-0.00,0.00
0.815,-0.00,-0.00,0.00
0.831,0.00,-0.00,0.00
0.848,-0.00,-0.00,0.00
0.864,-0.00,-0.00,0.00
0.881,0.00,-0.00,0.00
0.898,0.00,-0.00,0.00
0.915,0.00,-0.00,0.00
0.932,-0.00,0.00,0.00
0.948,0.00,-0.00,0.00
0.965,-0.00,-0.00,-0.00
0.981,-0.00,-0.00,0.00
0.998,0.00,0.00,0.00
1.015,-0.00,-0.00,0.00
1.048,-0.00,0.00,0.00
1.065,-0.00,-0.00,0.00
1.082,0.00,-0.00,0.00
1.098,0.00,-0.00,0.00
1.115,-0.00,-0.00,0.00
1.131,0.00,0.00,0.00
1.148,0.00,-0.00,0.00
1.165,-0.00,-0.00,0.00
1.181,0.00,-0.00,-0.00
1.198,0.00,-0.00,0.00
1.215,-0.00,-0.00,0.00
1.232,0.00,-0.00,0.00
1.248,0.00,-0.00,-0.00
1.265,-0.01,-0.00,0.00
1.282,0.01,-0.00,-0.00
1.298,0.00,-0.00,0.00
1.315,-0.01,-0.00,0.00
1.331,0.00,-0.00,0.00
1.348,-0.00,-0.00,0.00
1.365,-0.00,-0.00,0.00
1.381,0.01,-0.00,0.00
1.398,-0.00,-0.00,0.00
1.415,-0.00,-0.00,0.00
1.431,2.70,-0.60,-0.20
1.448,7.61,0.06,-0.12
1.465,10.73,0.88,0.22
1.481,9.06,0.04,-0.09
1.498,9.43,0.05,0.18
1.515,9.02,-0.03,0.04
1.531,9.51,0.15,0.08
1.548,9.12,-0.01,0.11
1.565,9.19,0.14,0.11
1.598,9.36,0.07,0.09
1.615,9.20,0.02,0.09
1.631,9.28,0.01,0.07
1.648,9.22,0.12,0.09
1.665,9.25,0.00,0.08
1.681,9.34,0.03,0.08
1.698,9.22,0.08,0.09
1.715,9.20,-0.02,0.07
1.732,9.28,0.11,0.09
1.748,9.22,-0.00,0.08
1.765,9.32,-0.01,0.08
1.782,9.23,0.11,0.08
1.798,9.24,-0.00,0.08
1.815,9.31,0.09,0.09
1.831,9.20,0.01,0.08
1.848,9.31,-0.03,0.08
1.865,9.24,0.14,0.08
1.881,9.24,0.00,0.09
1.898,9.31,0.04,0.08
1.914,9.20,0.03,0.08
1.931,9.26,-0.02,0.08
1.948,9.27,0.14,0.08
1.965,9.24,0.01,0.09
1.982,9.33,0.01,0.08
1.998,9.17,0.06,0.08
2.015,9.27,-0.00,0.08
2.031,9.28,0.13,0.07
2.048,9.25,0.02,0.08
2.065,9.29,-0.00,0.08
2.081,9.21,0.09,0.08
2.098,9.22,0.01,0.09
2.115,9.21,0.02,0.08
2.148,9.22,0.12,0.08
2.165,9.20,0.01,0.08
2.182,9.38,0.07,0.09
2.198,9.20,0.03,0.08
2.215,9.28,0.01,0.08
2.232,9.23,0.13,0.09
2.248,9.23,0.00,0.08
2.265,9.36,0.04,0.09
2.282,9.18,0.06,0.08
2.298,9.26,0.00,0.08
2.315,9.26,0.12,0.09
2.332,9.23,-0.00,0.08
2.348,9.33,0.00,0.08
2.365,9.21,0.11,0.08
2.381,9.24,0.00,0.08
2.398,9.30,0.09,0.09
2.415,9.23,0.02,0.08
2.431,9.30,-0.02,0.08
2.448,9.22,0.13,0.08
2.465,9.23,0.01,0.08
2.482,9.32,0.06,0.08
2.498,9.22,0.03,0.08
2.515,9.24,-0.03,0.08
2.532,9.28,0.15,0.08
2.548,9.21,-0.00,0.09
2.565,9.34,0.03,0.08
2.582,9.20,0.06,0.08
2.598,9.23,-0.01,0.08
2.615,9.30,0.13,0.08
2.631,9.22,0.01,0.09
2.648,9.32,0.00,0.08
2.665,9.20,0.00,0.08
2.681,9.38,0.11,0.08
2.698,9.20,0.01,0.08
2.715,9.30,-0.01,0.09
2.731,9.19,0.11,0.08
2.748,9.23,0.00,0.08
2.765,9.35,0.08,0.08
2.782,9.23,0.03,0.08
2.798,9.25,-0.01,0.08
2.815,9.25,0.13,0.08
2.832,9.22,-0.00,0.08
2.848,9.35,0.04,0.09
2.865,9.23,0.05,0.08
2.882,9.22,-0.00,0.08
2.898,9.28,0.14,0.09
2.915,9.21,0.00,0.08
2.932,9.33,0.02,0.08
2.948,9.21,0.09,0.08
2.964,9.22,-0.00,0.07
2.981,9.30,0.10,0.09
