time;wx (rad/s);wy (rad/s);wz (rad/s)
0,002813;0,03;-0,01;-0,01
0,003139;0,03;-0,01;-0,01
0,003305;0,02;-0,01;-0,01
0,003466;0,01;-0,01;-0,01
0,004138;-0,00;-0,01;-0,01
0,005689;-0,02;-0,00;-0,00
0,007476;-0,02;-0,00;-0,00
0,009592;-0,03;0,00;-0,01
0,011491;-0,03;0,00;0,00
0,016858;-0,03;0,01;0,01
0,018710;-0,03;0,00;0,00
0,018826;-0,02;0,01;0,00
0,019604;-0,02;0,00;0,01
0,021421;0,00;-0,00;0,00
0,023510;0,00;0,00;-0,00
0,026193;0,02;-0,01;-0,00
0,027779;0,02;-0,00;-0,00
0,029653;0,03;-0,01;0,00
0,031660;0,03;-0,00;0,00
0,033565;0,03;-0,00;-0,00
0,038642;0,02;-0,00;-0,00
0,038806;0,01;-0,01;-0,00
0,039263;0,01;-0,01;-0,00
0,041338;-0,00;0,00;0,00
0,043490;-0,01;-0,00;0,00
0,045602;-0,01;0,00;0,00
0,048436;-0,02;-0,00;-0,01
0,050683;-0,03;-0,00;-0,00
0,051760;-0,03;-0,00;-0,01
0,054268;-0,02;0,00;-0,01
0,058987;-0,02;0,00;-0,01
0,059175;-0,01;0,00;-0,00
0,059368;-0,01;0,00;-0,00
0,061898;-0,00;-0,00;0,00
0,064654;0,01;0,00;0,00
0,067232;0,02;0,00;0,00
0,067483;0,02;0,00;0,01
0,069666;0,02;0,00;0,01
0,071415;0,02;0,00;0,00
0,073458;0,02;0,00;0,00
0,078262;0,01;-0,00;-0,00
0,078382;0,01;-0,00;-0,00
0,080634;0,00;-0,00;-0,00
0,082712;-0,01;-0,00;-0,00
0,083810;-0,01;-0,00;-0,01
0,086246;-0,02;0,00;-0,01
0,087594;-0,02;0,00;-0,00
0,089958;-0,02;0,00;-0,01
0,091854;-0,02;0,00;-0,01
0,093652;-0,02;0,00;-0,01
0,099102;-0,01;0,00;-0,01
0,099491;-0,00;0,00;0,00
0,100282;-0,00;0,00;0,00
0,101813;0,01;0,00;0,00
0,103931;0,01;0,00;0,01
0,105597;0,01;-0,00;0,01
0,107620;0,02;-0,00;0,01
0,109808;0,02;-0,00;0,00
0,111422;0,02;-0,00;0,00
0,115769;0,01;0,00;-0,00
0,119488;0,01;-0,00;-0,00
0,120194;-0,00;-0,00;-0,00
0,120561;-0,00;-0,00;-0,00
0,121707;-0,01;0,00;-0,01
0,123870;-0,01;0,00;-0,01
0,125688;-0,01;0,00;-0,01
0,127733;-0,02;0,00;-0,01
0,131629;-0,01;-0,00;0,00
0,131833;-0,01;-0,00;-0,01
0,133687;-0,01;0,00;0,00
0,138537;-0,01;-0,00;0,01
0,138771;-0,00;-0,00;0,01
0,139577;0,01;-0,00;0,01
0,141552;0,01;0,00;0,01
0,143371;0,01;-0,00;0,00
